,c1,c2,c3,c4,c7,c8,t1,t2,t3,t6,t7,t8
YKL164C,20.64167916041979,24.079960019990004,23.581709145427286,28.69615192403798,17.003498250874564,22.12343828085957,19.632183908045977,23.049975012493753,22.213893053473264,23.207896051974014,20.28785607196402,11.713143428285857
YGR085C,23.256871564217892,20.996501749125436,23.816591704147925,21.136431784107945,21.658670664667667,22.158920539730136,17.903548225887057,18.855572213893055,16.10144927536232,18.923538230884557,17.235382308845576,19.92503748125937
YGL147C,16.92153923038481,25.08495752123938,22.307346326836583,24.354822588705648,22.84007996001999,22.126436781609197,15.237381309345327,16.270364817591204,16.411794102948527,16.013493253373312,15.461769115442278,17.055472263868065
YJR104C,18.640179910044978,23.30334832583708,23.096451774112943,24.72863568215892,20.803098450774613,21.717641179410293,13.999500249875062,15.130434782608695,13.854072963518242,16.32783608195902,14.272363818090955,11.980509745127437
YBR031W,17.576211894052975,23.118440779610197,23.624687656171915,23.768615692153922,19.61769115442279,24.81159420289855,17.79110444777611,22.52423788105947,19.07746126936532,21.75062468765617,19.861069465267366,18.043978010994504
YPR074C,20.300849575212393,21.504247876061967,22.576211894052975,22.356821589205396,21.288355822088956,23.67216391804098,18.07746126936532,20.568715642178912,18.54822588705647,22.27136431784108,20.031984007996,18.17991004497751
YPL037C,21.20689655172414,21.490254872563717,21.01849075462269,20.52023988005997,23.37431284357821,23.74462768615692,18.136431784107945,21.78760619690155,20.901549225387306,24.308845577211393,20.29335332333833,21.85257371314343
YPR132W,22.686656671664167,23.547726136931534,21.97801099450275,22.280859570214893,20.741629185407298,19.90504747626187,14.011494252873563,17.515742128935532,14.87856071964018,17.1904047976012,14.841579210394803,15.148425787106447
YJL189W,18.67816091954023,21.784107946026985,23.39730134932534,24.638680659670165,20.004997501249374,22.3768115942029,16.057971014492754,16.219390304847575,14.794602698650674,16.07496251874063,16.322838580709647,16.898050974512742
YDR418W,17.490754622688655,24.179410294852573,22.48975512243878,24.232383808095953,22.310344827586206,20.070964517741128,12.665167416291855,16.027486256871565,13.282858570714643,15.37881059470265,15.145927036481758,18.280859570214893
YJL190C,20.178910544727636,20.869065467266367,22.089455272363818,23.48175912043978,20.56671664167916,22.867066466766616,15.065967016491754,15.302848575712144,15.821589205397302,17.6031984007996,15.46776611694153,16.022488755622188
YCR031C,18.815092453773115,23.633183408295853,21.68015992003998,24.573713143428286,19.513243378310843,22.110444777611196,18.549225387306347,17.581709145427286,15.716141929035482,19.858570714642678,17.861569215392304,16.912543728135933
YLR300W,16.399300349825086,22.806596701649177,24.26686656671664,28.39030484757621,19.111444277861068,20.373813093453272,7.024987506246877,9.505747126436782,6.340329835082459,6.7876061969015495,5.721639180409795,5.72863568215892
YEL054C,17.423288355822088,22.773113443278362,21.829585207396303,23.101949025487258,22.29585207396302,21.96751624187906,16.677161419290353,17.686656671664167,10.853073463268366,16.660669665167415,14.806096951524237,18.223888055972015
YHR021C,18.916041979010494,22.148925537231385,23.403798100949526,23.1824087956022,19.306846576711646,22.038980509745127,14.4087956021989,16.523238380809595,14.830084957521239,17.006996501749125,14.671164417791104,16.02648675662169
YKL006W,17.74712643678161,22.290354822588707,23.32233883058471,22.86006996501749,19.87656171914043,22.985507246376812,16.030984507746126,17.523238380809595,13.67616191904048,15.77311344327836,14.846576711644177,14.142928535732134
YGL028C,18.407296351824087,24.019490254872565,24.508745627186407,27.37631184407796,16.25287356321839,19.855072463768117,18.7936031984008,22.03648175912044,21.6111944027986,21.984007996002,19.249875062468767,12.810594702648675
YDR472W,24.573213393303348,20.800099950024986,21.693153423288354,20.843578210894552,18.932533733133432,21.614192903548226,25.88455772113943,30.835082458770614,33.271864067966014,32.57771114442779,28.080459770114942,19.307346326836583
YGR155W,19.280359820089956,18.76511744127936,22.17391304347826,23.632183908045977,19.85257371314343,25.088455772113942,11.094952523738131,13.067466266866568,11.78760619690155,13.322838580709645,13.898550724637682,10.329835082458771
YKL178C,23.42528735632184,21.974012993503248,20.04297851074463,19.624687656171915,21.76361819090455,21.075962018990506,16.401299350324837,19.025987006496752,19.644177911044476,21.717641179410293,17.551224387806098,12.031484257871064
YBL072C,20.29535232383808,21.70214892553723,23.195902048975512,21.68815592203898,19.164417791104448,21.30334832583708,17.60969515242379,19.936031984007997,20.41329335332334,24.673163418290855,21.720139930034982,20.66416791604198
YKR093W,20.97151424287856,18.50574712643678,19.369815092453774,21.290354822588707,22.724137931034484,24.68215892053973,10.771614192903549,13.043478260869565,12.517741129435283,21.804097951024488,19.265867066466768,16.217391304347824
YDL081C,16.829085457271365,24.312343828085957,22.039480259870064,22.294352823588206,20.29135432283858,21.579210394802598,18.006496751624187,19.936531734132934,16.177411294352822,20.30584707646177,18.878060969515243,19.901549225387306
YBR009C,15.089455272363818,24.692653673163417,23.897551224387804,27.955522238880558,15.909545227386307,19.657171414292854,19.68215892053973,22.00999500249875,17.047976011994002,23.246376811594203,23.535232383808097,15.36431784107946
YJL158C,17.5672163918041,19.822588705647178,24.10544727636182,23.01399300349825,18.91904047976012,20.837081459270365,14.27736131934033,17.580209895052473,15.644677661169416,16.89705147426287,14.574212893553224,10.91704147926037
YEL034W,20.57021489255372,18.290854572713645,18.458770614692654,20.32233883058471,22.11344327836082,24.011494252873565,16.693153423288354,20.253873063468266,15.748625687156421,20.52673663168416,20.342328835582208,17.331834082958522
YLR325C,17.18590704647676,21.708145927036483,22.490754622688655,22.003998000999502,19.539730134932533,18.938030984507748,14.75912043978011,16.824587706146925,12.785607196401799,15.816591704147926,14.993003498250875,16.492753623188406
