,c1,c2,t1,t2
YDR397C,7.992003998001,8.025487256371814,4.6301849075462265,3.6411794102948525
YDR398W,12.657171414292854,12.057471264367816,12.023988005997001,9.258370814592704
YDR399W,22.837081459270365,20.2263868065967,10.451274362818591,10.582208895552224
YDR400W,8.006496751624187,6.513743128435782,4.342328835582209,4.116441779110445
YDR404C,4.249875062468766,3.8470764617691153,5.073463268365817,4.854572713643178
YDR405W,7.377811094452774,6.745127436281859,5.7101449275362315,4.088955522238881
YDR406W,3.4342828585707146,4.642678660669665,3.1704147926036983,2.677161419290355
YDR407C,4.907046476761619,4.806596701649175,5.6276861569215395,4.375812093953024
YDR408C,6.624187906046976,5.579710144927536,5.127436281859071,4.6966516741629185
YDR409W,4.051474262868566,3.570214892553723,4.532733633183408,3.8815592203898053
YDR410C,6.637181409295352,5.718140929535233,8.466266866566716,6.076461769115443
YDR411C,4.434282858570715,4.480259870064968,5.6411794102948525,4.436281859070465
YDR412W,4.517241379310345,4.624187906046976,6.461269365317341,3.734132933533233
YDR414C,3.468765617191404,3.217391304347826,3.468765617191404,3.981009495252374
YDR415C,4.3588205897051475,4.359320339830085,3.640679660169915,4.8410794602698655
YDR416W,5.1699150424787605,4.264367816091954,4.8945527236381805,5.713143428285857
YDR418W,15.840579710144928,18.307846076961518,19.93903048475762,14.796101949025488
