"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"YJL190C",-0.391409980595859,9.61159952532018,-3.77463017978141,0.000891450750601927,0.00373591075433416,-1.30694944584703
"YOR194C",0.477540559884131,6.87776054019218,3.70899368882303,0.00105277974360297,0.00425774558310291,-1.3075235667421
"YBR084C-A",-0.415923568185118,9.22669222301409,-3.77376198167644,0.000893417233218496,0.0037411397416752,-1.30766788700212
"YER028C",0.573643222515602,7.45744342145835,3.74242394296473,0.000967322966099896,0.00398017078146242,-1.31310679997925
"YDL164C",0.623326343541914,5.94941396556766,3.61557968111539,0.00133274128657189,0.00517294436734281,-1.31697275658995
"YGR088W",0.4679499162709,6.55716260438593,3.67420696706123,0.00114955987361775,0.00458854228694814,-1.32017334549481
"YFL024C",0.388855816464218,8.86793703344039,3.76153025086884,0.000921579447306446,0.00383438930713833,-1.33518686032669
"YNL299W",0.527698146387206,7.94816479921873,3.74670366444406,0.000956886742340677,0.00395285356657399,-1.34023474861199
"YKL109W",-0.419269267387185,7.32158839378444,-3.72831890288189,0.00100251557530268,0.0040958348268842,-1.34064563264836
"YMR240C",0.418592058969886,6.7714134329004,3.68690675950464,0.00111325738558884,0.0044710684351774,-1.34120376633594
"YDR320C",0.411292084402547,7.45076063611373,3.73175770355927,0.000993821536278096,0.00406669897510023,-1.34349766070343
"YPR057W",0.352509734995595,7.65289798432769,3.73718190888998,0.000980258140513841,0.00402385143641525,-1.34833291549064
"YPL091W",0.416254333823131,7.35888696049973,3.72531355028976,0.00101017484230247,0.00412389023857596,-1.34879653062665
"YDR421W",0.414668995902059,6.60417934286764,3.66751322326159,0.00116915819944585,0.00464185234791431,-1.35010902857358
"YKL056C",-0.359433895265167,10.4622242968286,-3.75547069078961,0.00093585206465555,0.00387518695030401,-1.35104815130916
"YNL304W",0.554106169319754,6.07487824219878,3.61341400612701,0.00134002843433819,0.00519348324700689,-1.35265570463253
"YER119C",0.420263662457539,7.12733523160448,3.7100950451812,0.00104984989399103,0.00424919805460599,-1.35306775138939
"YBR207W",0.398381730192713,7.20619627429406,3.71527838969787,0.00103616809103684,0.00420362814797096,-1.35357941434793
"YHR113W",0.408620743172993,7.26261148135908,3.71783199251933,0.00102949213217526,0.0041798022995103,-1.35511281488737
"YNL312W",0.607523164613213,5.90953381395007,3.59485219115641,0.00140410494944269,0.00538171300577999,-1.35841797588664
"YHR074W",0.437521627369554,6.84497863127707,3.68264052214451,0.0011253253625999,0.00450909816191877,-1.36671535974139
"YPL005W",0.533600969566476,6.54738095324126,3.65293633348033,0.00121297642194426,0.00477114567268226,-1.36719642839134
"YNL149C",0.384912356740803,7.45929651995814,3.72163285794062,0.00101963348722055,0.00415273262987711,-1.36978797487787
"YOR100C",0.731798411776258,5.3563359749515,3.53922654552049,0.00161458462827471,0.00602431038721853,-1.37777579345851
"YGR214W",-0.378998241138145,8.63008468126774,-3.74279137777687,0.000966422598604425,0.00397961204567724,-1.37795007611355
"YER087W",0.497781021085446,6.63258562838936,3.65374663189704,0.00121049900297714,0.00477114567268226,-1.38723983150134
"YBR302C",0.529814028509154,6.23509998786684,3.61057097489184,0.00134965395428489,0.00522301028405416,-1.39600889764198
"YMR214W",0.352754512376206,7.50586741098859,3.71281474595666,0.00104264910485367,0.00422333742471856,-1.39685378773363
"YHR022C",0.383238174656363,7.26401687628968,3.70118162593577,0.00107379292955773,0.0043259227541393,-1.39692338672709
"YDR189W",0.467794594737601,7.4563678770381,3.70735557712037,0.00105715231840509,0.0042721101065982,-1.40233891953597
"YKL040C",0.415811901493078,7.38906785914409,3.70428381582173,0.00106539976265866,0.00430167053297527,-1.40393608243262
"YEL051W",0.362451039893869,8.0224630473259,3.72194960470417,0.00101881610601961,0.00415265296149731,-1.40559151489614
"YLL038C",0.37330082095033,7.85482027715461,3.71801111506302,0.00102902543365562,0.0041798022995103,-1.40693287017685
"YFR021W",0.431778141948369,6.92128224099256,3.66827555493606,0.00116690979103457,0.00464076971412355,-1.41765376213329
"YNR034W-A",0.652035688395372,6.36196858429687,3.60424296707155,0.00137132175189299,0.00529112655196665,-1.43574218960761
"YNL005C",0.383262641005309,7.7959396672183,3.70401664376674,0.00106612007445497,0.00430167053297527,-1.43807652760807
"YPL163C",-0.398457326700433,7.24624438972223,-3.6847920082059,0.00111922348011753,0.00448810340062539,-1.43849811218488
"YNL335W",0.568382333819085,5.92344608648521,3.56316263466819,0.00152048542922277,0.00574736867037367,-1.43872963821295
