,c1,c2,t1,t2
YBL042C,22.323338330834584,20.725637181409294,23.41929035482259,15.827086456771614
YBL043W,3.095952023988006,2.3448275862068964,1.908545727136432,2.287856071964018
YBL045C,3.3768115942028984,4.067966016991504,3.6156921539230384,4.320839580209895
YBL046W,3.610694652673663,2.4042978510744626,3.045977011494253,3.6461769115442277
YBL047C,5.332833583208396,4.534232883558221,5.047976011994003,4.926536731634183
YBL049W,4.2123938030984505,2.549225387306347,3.2448775612193903,2.8790604697651174
YBL050W,6.648675662168915,5.066466766616692,4.860069965017491,5.349825087456272
YBL051C,6.533233383308346,6.251374312843578,5.542228885557221,6.201899050474762
YBL052C,2.9600199900049975,2.3738130934532733,3.1894052973513243,2.696151924037981
YBL054W,7.687156421789106,7.891554222888556,8.12143928035982,7.188405797101449
YBL055C,5.428285857071464,4.428785607196402,5.630684657671164,4.851574212893553
YBL056W,6.412793603198401,5.935032483758121,6.774112943528236,6.306346826586707
YBL057C,4.955022488755622,4.7896051974013,4.371314342828586,4.966516741629185
YBL058W,4.4922538730634685,6.085457271364318,8.28135932033983,8.034982508745626
YBL059C-A,2.9870064967516243,3.504247876061969,4.031484257871065,3.130434782608696
YBL059W,4.9900049975012495,2.4527736131934033,4.36631684157921,3.1969015492253874
YBL060W,5.372813593203398,5.001499250374812,4.577211394302848,5.534232883558221
YBL061C,6.624187906046976,6.625687156421789,7.67816091954023,7.155422288855572
YBL063W,2.788105947026487,2.1734132933533234,2.23888055972014,2.100449775112444
YBL064C,3.7616191904047978,2.310344827586207,2.181409295352324,2.738130934532734
YBL066C,3.2593703148425788,3.0464767616191906,2.9655172413793105,3.2758620689655173
YBL067C,4.007996001999,3.029985007496252,3.1639180409795102,3.424287856071964
YBL068W,6.225887056471764,5.592703648175912,6.144427786106947,6.4922538730634685
YBL069W,5.6476761619190405,5.041479260369815,5.086956521739131,4.677661169415292
YBL071W-A,10.598700649675163,8.844577711144428,10.162418790604697,8.325337331334334
YBL072C,25.960519740129936,32.960019990004994,29.706146926536732,31.318840579710145
YBL074C,5.199400299850075,3.658170914542729,4.373813093453274,3.911544227886057
YBL076C,11.620689655172415,15.881059470264868,16.41429285357321,18.29785107446277
YBL078C,4.565217391304348,3.017991004497751,3.6126936531734133,3.4267866066966515
YBL079W,5.506746626686657,5.103448275862069,6.057971014492754,5.638680659670165
YBL080C,4.639180409795102,3.2203898050974513,3.6891554222888554,3.6766616691654175
YBL081W,7.60119940029985,6.455772113943029,9.399800099950024,7.227386306846577
YBL082C,3.7201399300349824,3.1979010494752624,3.576711644177911,2.7316341829085458
YBL084C,6.013493253373313,5.4632683658170915,7.291854072963519,5.978010994502749
YBL085W,4.482258870564718,3.478760619690155,4.983008495752124,3.8970514742628684
YBL086C,4.433783108445777,3.181409295352324,3.271864067966017,3.1029485257371316
YBL087C,16.786606696651674,16.13143428285857,16.782108945527238,19.06246876561719
YBL088C,6.440279860069965,3.6711644177911045,3.9560219890054973,4.066966516741629
YBL089W,5.7631184407796106,4.238380809595203,6.175412293853073,4.35432283858071
YBL090W,5.396301849075463,4.589205397301349,6.269865067466267,5.214392803598201
YBL091C,4.7876061969015495,4.286356821589205,4.716141929035483,4.457771114442779
YBL091C-A,8.332333833083458,6.435782108945527,7.313343328335832,6.047476261869066
YBL092W,43.92803598200899,36.38030984507746,39.213393303348326,38.27686156921539
YBL093C,6.4322838580709645,7.8300849575212395,8.335332333833083,7.3768115942028984
YBL097W,2.654672663668166,1.6751624187906047,2.9940029985007497,2.4247876061969014
YBL098W,3.304847576211894,1.8115942028985508,2.2383808095952022,1.973513243378311
YBL099W,6.253873063468266,5.907046476761619,7.288355822088955,5.819090454772613
YBL101C,4.1434282858570715,2.836581709145427,2.741129435282359,2.571214392803598
YBL102W,6.877061469265367,5.4187906046976515,5.517241379310345,6.336331834082959
YBL103C,4.780109945027486,3.79960019990005,5.072463768115942,5.497751124437781
YBL104C,3.8330834582708646,3.6416791604197902,3.6516741629185407,3.647176411794103
YBL105C,4.375312343828086,5.416791604197901,5.8810594702648675,5.083958020989505
YBL106C,2.427286356821589,1.762118940529735,2.634682658670665,2.3068465767116444
YBL107C,8.148425787106447,5.8565717141429285,6.94952523738131,6.877561219390305
YBR001C,6.5922038980509745,5.253873063468266,7.433783108445777,5.018990504747626
YBR002C,14.21889055472264,13.385807096451774,14.796101949025488,14.005997001499251
YBR003W,5.854572713643178,4.840579710144928,5.951024487756122,5.943028485757122
YBR004C,4.437781109445277,4.097951024487756,3.634182908545727,3.873063468265867
YBR005W,5.375312343828086,3.3823088455772115,5.286856571714143,4.471264367816092
YBR006W,4.004997501249376,2.9375312343828086,4.011994002998501,3.823088455772114
YBR007C,4.330834582708646,3.00199900049975,3.027486256871564,3.395802098950525
YBR008C,5.765117441279361,5.627186406796602,5.876061969015492,6.983008495752124
YBR009C,52.93903048475762,53.416291854072966,57.213393303348326,54.370814592703645
YBR010W,38.56621689155422,47.93453273363318,62.46326836581709,61.48825587206397
YBR011C,9.098950524737631,9.478260869565217,13.342828585707146,12.087456271864069
YBR013C,3.217391304347826,2.5687156421789106,3.421289355322339,2.4062968515742127
YBR014C,3.625687156421789,2.466766616691654,2.4597701149425286,2.843578210894553
YBR016W,5.899550224887556,5.448275862068965,6.638180909545228,6.590204897551224
YBR017C,6.427286356821589,5.786606696651674,6.156921539230384,6.1324337831084454
YBR021W,2.977511244377811,2.2438780609695153,4.462768615692154,3.369315342328836
YBR022W,4.04447776111944,3.531734132933533,3.52623688155922,3.6381809095452273
YBR023C,4.8120939530234885,5.51824087956022,5.654672663668166,4.845077461269366
YBR024W,4.226386806596702,2.730134932533733,3.765617191404298,3.0549725137431283
YBR025C,16.675662168915544,15.313343328335833,23.367816091954023,17.04297851074463
YBR026C,3.293353323338331,2.4132933533233385,3.6666666666666665,3.1729135432283857
YBR028C,4.632183908045977,4.3588205897051475,5.723138430784608,5.05047476261869
YBR029C,5.52823588205897,4.774612693653173,6.582208895552224,5.611694152923538
YBR030W,3.47976011994003,2.922538730634683,3.049975012493753,2.6061969015492252
YBR031W,42.033483258370815,44.763618190904545,42.45077461269366,44.62518740629685
YBR034C,16.855072463768117,16.679660169915042,15.929535232383808,12.764617691154422
YBR035C,9.742628685657172,6.805097451274363,8.189405297351325,8.14142928535732
YBR036C,6.48575712143928,8.534232883558222,8.222388805597202,8.288355822088956
YBR037C,4.221889055472264,4.504747626186907,4.348325837081459,5.056971514242878
YBR038W,4.773613193403298,4.133933033483259,5.230884557721139,4.28135932033983
YBR039W,4.884057971014493,4.970514742628685,4.800599700149925,6.232883558220889
YBR040W,2.468265867066467,1.2813593203398301,1.471264367816092,1.3753123438280859
YBR041W,2.869065467266367,3.100949525237381,3.695152423788106,3.4057971014492754
YBR042C,7.517241379310345,5.6031984007996005,5.231384307846077,5.514742628685657
YBR043C,4.866066966516741,4.577711144427786,6.08095952023988,5.737631184407796
YBR044C,4.249875062468766,2.7116441779110443,3.130934532733633,3.371814092953523
YBR046C,4.074962518740629,3.256871564217891,3.4227886056971513,3.6901549225387305
YBR047W,3.1714142928535733,1.952023988005997,2.9450274862568717,3.022488755622189
YBR048W,20.60169915042479,18.69065467266367,19.804097951024488,19.02648675662169
YBR049C,4.076961519240379,3.345327336331834,3.56071964017991,4.659670164917541
YBR050C,4.0099950024987505,2.0349825087456272,3.0494752623688157,1.9700149925037482
YBR052C,6.27336331834083,6.538230884557721,6.365317341329336,5.959020489755122
YBR053C,2.416791604197901,1.830584707646177,2.450774612693653,2.1219390304847576
YBR054W,2.531734132933533,1.5867066466766617,2.4007996001999,2.1379310344827585
YBR055C,5.459270364817591,4.188405797101449,4.266366816591704,4.785607196401799
YBR056W,2.7861069465267367,2.2518740629685157,3.132433783108446,2.2768615692153924
YBR057C,4.592703648175912,4.692153923038481,6.026486756621689,6.04447776111944
YBR058C,4.10944527736132,4.063468265867066,4.221889055472264,4.293853073463269
YBR058C-A,5.550724637681159,6.408295852073963,6.808095952023988,6.47576211894053
YBR059C,5.142428785607196,3.689655172413793,4.149425287356322,4.152923538230884
YBR060C,4.813093453273363,3.8350824587706147,5.36631684157921,4.093953023488256
YBR061C,6.075962018990505,5.296851574212893,4.416291854072964,5.378310844577711
YBR062C,6.110944527736132,4.786606696651674,6.317341329335332,5.249375312343828
YBR065C,3.55872063968016,2.8285857071464267,2.624687656171914,3.024487756121939
YBR066C,5.777611194402799,3.2748625687156423,4.95152423788106,6.096951524237881
YBR067C,32.44277861069465,39.40229885057471,60.07796101949025,65.1184407796102
YBR068C,81.29435282358821,73.7336331834083,83.848075962019,77.86406796601699
YBR069C,43.22688655672164,33.18190904547726,38.76661669165417,28.448275862068964
YBR070C,3.647176411794103,2.6776611694152925,4.079960019990005,3.296351824087956
YBR071W,7.724137931034483,6.032983508245877,7.475262368815592,7.451274362818591
YBR072W,3.004497751124438,1.4402798600699651,2.156421789105447,2.6381809095452273
YBR073W,4.213893053473264,3.3828085957021488,4.184907546226887,3.314342828585707
YBR074W,3.263368315842079,3.444277861069465,3.2468765617191404,3.8300849575212395
YBR077C,6.940029985007496,6.322838580709645,8.935532233883059,7.313343328335832
YBR078W,26.995502248875564,19.160919540229884,24.525237381309346,20.46526736631684
YBR079C,13.30134932533733,16.576211894052975,14.675162418790604,14.964517741129436
YBR080C,4.187406296851575,4.442278860569715,5.1854072963518245,3.897551224387806
YBR081C,2.739130434782609,2.873063468265867,2.5602198900549724,2.7561219390304847
YBR082C,12.187406296851574,15.335832083958021,16.361819090454773,13.615692153923039
YBR083W,13.734132933533234,15.176411794102949,20.339830084957523,12.682158920539731
YBR084C-A,25.190904547726138,26.260369815092453,29.151424287856074,27.754122938530735
YBR084W,5.877561219390305,7.6276861569215395,7.495752123938031,6.186406796601699
YBR085C-A,5.948025987006496,4.602698650674663,6.095452273863068,5.991504247876062
YBR085W,3.0604697651174413,2.920039980009995,3.662168915542229,4.359820089955022
YBR086C,5.1544227886056975,4.315342328835582,4.629185407296352,5.300849575212394
YBR087W,7.9790104947526235,4.873563218390805,6.63168415792104,5.620189905047476
YBR088C,4.881559220389805,3.968015992003998,4.271864067966017,3.715642178910545
YBR091C,7.6301849075462265,5.496251874062969,6.320339830084958,5.201399300349825
YBR092C,9.810594702648675,13.141929035482258,10.312343828085957,10.690654672663667
YBR093C,13.663168415792104,16.760119940029984,11.198900549725137,15.808595702148926
YBR094W,3.5057471264367814,3.3258370814592704,4.045977011494253,2.8275862068965516
YBR095C,4.9455272363818095,5.422288855572214,5.028485757121439,4.832583708145927
YBR096W,4.3168415792103945,3.211394302848576,3.948525737131434,2.5882058970514743
YBR097W,3.3078460769615194,2.972513743128436,3.084457771114443,3.423288355822089
YBR098W,3.681159420289855,1.946526736631684,2.5137431284357823,2.660669665167416
YBR101C,6.227386306846577,9.304847576211895,7.287356321839081,10.220889555222389
YBR102C,3.9875062468765616,4.52023988005997,5.217391304347826,4.217391304347826
YBR103W,4.019990004997501,3.1974012993503247,3.476761619190405,3.151424287856072
YBR104W,8.422788605697152,7.201899050474762,7.660669665167417,9.071464267866068
YBR105C,10.521739130434783,8.839580209895052,10.849575212393804,7.427286356821589
YBR106W,16.299850074962517,16.004997501249374,20.150924537731136,20.394302848575713
YBR107C,5.217891054472764,4.463768115942029,4.3343328335832085,4.4432783608195905
YBR108W,3.4792603698150923,2.8505747126436782,3.182908545727136,2.7041479260369816
YBR109C,4.480759620189905,5.459770114942529,5.866066966516741,5.792103948025987
YBR110W,3.431784107946027,2.9845077461269365,3.235382308845577,3.094952523738131
YBR111C,5.03848075962019,4.320839580209895,4.653673163418291,4.4832583708145926
YBR111W-A,3.894552723638181,2.3008495752123936,3.192903548225887,3.904047976011994
YBR112C,6.631184407796102,7.939030484757621,7.064467766116942,8.164417791104448
YBR114W,7.311344327836082,8.786606696651674,10.384307846076961,7.622688655672164
YBR115C,0.0,0.0,0.0,0.0
YBR117C,3.4047976011994003,1.5067466266866567,2.258870564717641,1.945527236381809
YBR118W,82.2728635682159,74.2463768115942,93.59670164917542,75.6631684157921
YBR119W,23.3728135932034,12.6071964017991,14.8055972013993,15.031484257871064
YBR120C,4.183908045977011,3.9375312343828086,3.715142428785607,3.529735132433783
YBR121C,11.017491254372814,7.306346826586707,8.569715142428786,8.438280859570215
YBR122C,7.442778610694653,5.59720139930035,7.057971014492754,5.325337331334333
YBR123C,4.68415792103948,4.077961019490255,4.646676661669165,4.956021989005497
YBR125C,5.466766616691654,4.217891054472764,4.6411794102948525,4.5257371314342825
YBR126C,8.679660169915042,5.3413293353323335,8.107946026986507,6.430784607696152
YBR127C,9.628685657171415,10.074462768615692,11.230384807596202,12.263868065967017
YBR128C,3.23888055972014,1.8245877061469264,2.3333333333333335,2.2028985507246377
YBR129C,6.151424287856072,5.1789105447276365,6.52823588205897,5.304847576211894
YBR130C,3.045977011494253,3.373313343328336,3.950024987506247,4.041979010494753
YBR131W,3.377311344327836,2.7771114442778613,3.4102948525737133,3.112943528235882
YBR132C,5.893553223388306,5.109945027486257,6.1324337831084454,4.4212893553223385
YBR133C,8.327336331834083,7.500749625187407,9.32583708145927,7.215392303848076
YBR135W,4.839580209895052,4.875062468765617,4.809595202398801,3.661169415292354
YBR136W,3.4832583708145926,2.6136931534232883,2.269865067466267,2.5592203898050974
YBR137W,4.050974512743628,2.4097951024487756,2.791104447776112,2.821089455272364
YBR138C,2.446776611694153,1.7421289355322338,2.2683658170914542,1.9390304847576212
YBR139W,3.008495752123938,3.0364817591204396,2.314842578710645,2.287856071964018
YBR141C,6.99400299850075,5.52223888055972,6.6476761619190405,4.936031984007996
YBR142W,4.997001499250374,5.142928535732134,5.509745127436282,5.077461269365317
YBR143C,9.42328835582209,8.991504247876062,9.752123938030984,9.081959020489755
YBR145W,5.808595702148925,4.9610194902548725,6.229385307346327,7.757621189405297
YBR146W,5.453273363318341,4.913543228385807,5.921539230384807,4.692653673163418
YBR148W,2.0899550224887555,1.4037981009495253,1.5997001499250374,1.4067966016991504
YBR149W,5.4877561219390305,3.4407796101949026,3.845577211394303,4.573213393303348
YBR150C,3.457271364317841,2.9330334832583707,3.978510744627686,3.4097951024487756
YBR151W,4.531234382808596,3.7806096951524237,3.8330834582708646,3.879560219890055
YBR152W,3.2693653173413293,2.1449275362318843,3.0659670164917543,3.5027486256871563
YBR153W,6.24487756121939,6.054972513743128,7.185907046476761,8.356821589205397
YBR154C,11.63968015992004,11.856571714142929,10.789105447276361,12.725137431284358
YBR155W,6.04247876061969,4.221889055472264,5.609195402298851,4.52823588205897
YBR156C,4.666166916541729,2.347826086956522,3.8505747126436782,2.615192403798101
YBR157C,22.597701149425287,17.167416291854074,20.816091954022987,17.843578210894552
YBR158W,30.331334332833585,25.756121939030486,35.88755622188906,31.702648675662168
YBR159W,5.146926536731634,5.116941529235382,5.966516741629185,5.210894552723638
YBR160W,4.457271364317841,3.8330834582708646,5.108945527236382,4.017491254372813
YBR161W,4.409795102448776,1.864567716141929,1.9155422288855573,2.429785107446277
YBR162C,11.228385807096451,10.829085457271365,13.541229385307346,16.46776611694153
YBR162W-A,10.185907046476762,11.881559220389805,10.202898550724637,13.253873063468266
YBR163W,9.132933533233384,6.193403298350825,7.7166416791604195,7.995002498750624
YBR164C,3.132933533233383,3.192903548225887,3.6416791604197902,3.4567716141929035
YBR165W,4.968015992003998,3.75912043978011,4.2343828085957025,4.535732133933034
YBR166C,4.236381809095453,5.409295352323838,4.774612693653173,6.582208895552224
YBR167C,5.955022488755622,4.534232883558221,4.290854572713643,5.565217391304348
YBR168W,3.5912043978010995,2.0429785107446277,3.0504747626186908,2.662168915542229
YBR170C,5.307846076961519,5.112943528235882,6.4047976011994,6.189405297351325
YBR171W,5.1589205397301345,3.9590204897551224,3.849575212393803,3.3928035982008997
YBR172C,8.203898050974512,8.296351824087957,9.520739630184908,9.064967516241879
YBR173C,8.257371314342828,6.716141929035483,8.314342828585707,7.8455772113943025
YBR175W,3.1924037981009494,2.6996501749125437,3.4357821089455274,2.8595702148925537
YBR176W,3.734632683658171,2.162918540729635,2.737631184407796,2.7576211894052975
YBR177C,3.366816591704148,2.268865567216392,2.2828585707146427,2.6506746626686657
YBR179C,3.8525737131434283,2.629185407296352,4.0454772613693155,3.312343828085957
YBR181C,16.413793103448278,24.22088955522239,25.30134932533733,23.76361819090455
YBR182C,2.427286356821589,1.5307346326836582,1.381809095452274,1.3388305847076463
YBR183W,4.419290354822588,3.633183408295852,3.468765617191404,2.5017491254372812
YBR184W,1.7126436781609196,1.1644177911044478,1.1554222888555723,1.640679660169915
YBR185C,4.559720139930035,2.9395302348825587,4.000499750124938,3.8840579710144927
YBR187W,8.815592203898051,8.976011994002999,10.46776611694153,8.53223388305847
YBR188C,4.186406796601699,2.4922538730634685,3.7031484257871066,2.785607196401799
YBR189W,30.660669665167415,30.101949025487258,31.97551224387806,26.438280859570217
YBR191W,18.400299850074962,25.108445777111445,23.877561219390305,26.334832583708145
YBR192W,7.416291854072964,4.197901049475262,5.708645677161419,4.56871564217891
YBR193C,4.074962518740629,4.748625687156422,4.918540729635183,5.663168415792104
YBR194W,3.903048475762119,3.1474262868565717,4.234882558720639,4.419290354822588
YBR195C,5.286356821589205,3.6211894052973514,3.6666666666666665,3.753623188405797
YBR196C,26.7576211894053,28.1824087956022,36.02448775612194,48.95852073963019
YBR197C,9.660669665167417,8.26086956521739,8.296851574212894,9.8135932033983
YBR198C,5.579210394802598,6.0454772613693155,6.390304847576212,7.000499750124938
YBR199W,5.127436281859071,3.0039980009995,4.43128435782109,4.382308845577211
YBR200W,4.52023988005997,2.7226386806596703,3.4582708645677163,3.2693653173413293
YBR201C-A,3.6181909045477263,1.646176911544228,2.5817091454272862,2.443778110944528
YBR201W,3.9885057471264367,3.0454772613693155,4.8320839580209896,3.921539230384808
YBR202W,4.39880059970015,5.515742128935532,5.608195902048975,4.1079460269865065
YBR203W,2.553723138430785,1.6956521739130435,2.4067966016991504,2.256871564217891
YBR204C,3.928535732133933,3.0474762618690656,3.630184907546227,2.4312843578210894
YBR205W,5.16391804097951,4.00599700149925,4.381809095452274,4.20039980009995
YBR207W,4.533233383308346,4.465767116441779,5.646176911544228,5.188405797101449
YBR210W,3.9895052473763117,3.3918040979510247,3.974512743628186,4.395302348825587
YBR211C,5.0389805097451275,4.304847576211894,5.029485257371315,3.9405297351324338
YBR212W,4.007996001999,1.391304347826087,3.570214892553723,2.3328335832083957
YBR213W,3.2023988005997,2.0694652673663168,2.8050974512743627,3.430784607696152
YBR215W,3.688655672163918,2.47976011994003,3.003498250874563,3.76511744127936
YBR216C,3.7446276861569214,3.451274362818591,3.2648675662168913,3.627686156921539
YBR217W,2.9160419790104948,3.4397801099450276,3.6436781609195403,3.2978510744627685
YBR218C,12.341329335332334,10.460269865067467,11.287856071964018,11.888055972013992
YBR220C,3.470264867566217,3.2268865567216394,3.420789605197401,3.444777611194403
YBR221C,5.671164417791104,5.029485257371315,6.667166416791604,5.6721639180409795
YBR222C,5.012493753123438,4.171914042978511,4.361819090454772,3.635182408795602
YBR223C,3.466766616691654,2.9345327336331835,3.7616191904047978,3.4982508745627188
YBR225W,3.350824587706147,3.1539230384807597,3.4717641179410297,3.9630184907546226
YBR227C,4.240379810094953,2.921539230384808,3.344327836081959,3.3803098450774614
YBR228W,3.4117941029485257,2.7246376811594204,3.370314842578711,3.533233383308346
YBR229C,4.803098450774613,3.604697651174413,3.5422288855572215,3.0839580209895052
