"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"YER159C",-0.763773798401183,7.25989990780245,-4.56388048268625,0.000280983903018277,0.731260607605067,-3.46244639358401
"YOL011W",-0.920655977912094,8.1014859203145,-4.83819777036786,0.000157444288194476,0.731260607605067,-3.50125841553046
"YDR397C",-0.674371993125087,7.42327735532266,-3.88132322786085,0.00121562883145605,0.998805654941708,-3.64627758617572
"YDL022W",-0.697416308623767,7.96065632037915,-3.94420778334774,0.00106119898759884,0.998805654941708,-3.70769065559138
"YOL136C",-0.859687148376298,8.28026707183345,-3.96865060197805,0.00100664191198453,0.998805654941708,-3.74343906900195
"YDR281C",-0.665687124252388,7.81246734709726,-3.62461878992685,0.0021179444435488,0.998805654941708,-3.77648760252616
"YLR399C",-0.552114579419066,7.46182549652314,-3.21637649677115,0.00510832892379899,0.998805654941708,-3.86519483265342
"YMR062C",0.613637090384237,7.85185470190966,3.32621155752593,0.00403395588486985,0.998805654941708,-3.88044139351052
"YBL058W",0.567575710381848,7.44637114742259,2.90547141620631,0.0099105328898245,0.998805654941708,-3.98203808617926
"YKL109W",-0.666880966831753,7.55404130839398,-2.90630715054595,0.00989303816380224,0.998805654941708,-3.98692836507138
"YJL026W",-0.527756137634219,7.7405575768663,-2.92716512748732,0.00946599207151837,0.998805654941708,-3.99196573474265
"YPL056C",-0.646303766705675,7.1933174254035,-2.86658497622816,0.0107585717388984,0.998805654941708,-4.00009989558453
"YBR244W",-0.55715717564922,7.03083355042824,-2.92277946481474,0.00955427142004575,0.998805654941708,-4.00169576278882
"YKL211C",0.577059633144338,7.80213353256426,2.90254458049339,0.00997203830519586,0.998805654941708,-4.01375634070304
"YGL151W",0.53213236541567,7.47010840094659,2.8034577270255,0.0122868313817949,0.998805654941708,-4.01869966929253
"YPL196W",-0.572860042747785,7.04376815865169,-2.85357611457128,0.0110576499335697,0.998805654941708,-4.02289245634942
"YNL037C",-0.599260269542422,8.46275177057317,-3.07544203684418,0.00690682092229788,0.998805654941708,-4.0274956141089
"YAL012W",0.561559604718483,7.99384638670903,2.89776372697129,0.0100733017574223,0.998805654941708,-4.0358401081634
"YMR199W",0.460133859310676,7.43175245769993,2.7094659602125,0.0149563177517726,0.998805654941708,-4.04830148028834
"YNL208W",-0.455789670559902,7.54093486952143,-2.7103724667181,0.0149280911044485,0.998805654941708,-4.04902451931658
"YLR450W",0.505079987442742,6.98212030233245,2.84764246572389,0.0111967232923698,0.998805654941708,-4.05116633886459
"YGR065C",0.500222063562703,7.07475719535684,2.7544185499264,0.0136165674747481,0.998805654941708,-4.0580883762553
"YBR067C",0.733462171459042,10.2928148010782,3.29189818488056,0.00434313823295368,0.998805654941708,-4.06790943692259
"YNL241C",-0.460710547721704,7.55869647867693,-2.65567205088313,0.016726091802764,0.998805654941708,-4.07029170658785
"YER124C",0.592833352043438,8.94879066883782,3.01069641601775,0.00792837617609724,0.998805654941708,-4.07318307804268
"YOR259C",0.570721573687308,8.25115501644878,2.84134847802703,0.0113460909261861,0.998805654941708,-4.07663176215817
"YOR377W",0.51103537126745,6.98988138793255,2.75856011452554,0.0134991111852255,0.998805654941708,-4.07899480330009
"YJL217W",-0.467543428757696,7.01167866377538,-2.6643468418652,0.0164277348737082,0.998805654941708,-4.08587804289406
"YER091C",0.575354966415379,8.85415859835691,2.92581906790859,0.0094930024169255,0.998805654941708,-4.09352649228475
"YOL143C",-0.511092460455112,7.9963435690094,-2.70793864745555,0.0150039908269524,0.998805654941708,-4.09741425989131
"YJL080C",0.461862717695586,7.34769697802681,2.53840583835274,0.0213026201293928,0.998805654941708,-4.10943490732608
"YOL109W",-0.598019229364942,9.41577199727672,-2.9227898266221,0.00955406190722363,0.998805654941708,-4.11678549718466
"YMR255W",0.487140345879426,7.04327236089644,2.5969350506072,0.0188867472259844,0.998805654941708,-4.11804621017292
"YGR108W",-0.4593653045922,7.83327465461161,-2.58087406658423,0.019522384676664,0.998805654941708,-4.1215105698245
"YOL049W",0.463510724207581,7.06289809008407,2.56303464010913,0.0202522570898951,0.998805654941708,-4.12341851604148
"YBR296C",-0.491871054887876,8.08666373435978,-2.65721925740332,0.0166725008221499,0.998805654941708,-4.12405590739361
"YLL013C",-0.483131739673043,7.07478180522511,-2.52086050004717,0.0220822004060831,0.998805654941708,-4.12790845681638
"YGR180C",-0.45041199889097,7.89257754689299,-2.50685774585375,0.0227236957799744,0.998805654941708,-4.15323565787981
"YMR316W",-0.494592072095465,6.77716065137371,-2.65346149701264,0.0168029452106517,0.998805654941708,-4.15750256791974
"YLR237W",-0.466634459613976,7.25156370985022,-2.38740059641897,0.0289584007087932,0.998805654941708,-4.16205714945311
"YGR048W",0.427021501344723,7.34737901314849,2.38195382000911,0.0292778907056902,0.998805654941708,-4.16636134390479
"YHR216W",-0.60184390769758,9.12554748991409,-2.69120736371047,0.0155358719076957,0.998805654941708,-4.16987175011438
"YER169W",-0.411364998730185,7.05785317229748,-2.39533511890093,0.0284988347859634,0.998805654941708,-4.17014533352696
"YLR337C",-0.399960268560759,7.08644714339792,-2.3760084752481,0.0296303956329043,0.998805654941708,-4.17316523820195
"YPR167C",0.609009232861084,6.72431986964747,2.80678062319677,0.0122014077423489,0.998805654941708,-4.17520075206174
"YDR400W",-0.447718160291337,7.62756214199946,-2.37631507560698,0.0296121201739513,0.998805654941708,-4.17644145135273
"YOR374W",-0.608626065035259,8.38534284204452,-2.56296931410286,0.0202549768716086,0.998805654941708,-4.17682284657961
"YLR068W",-0.416584144985998,7.09563992812934,-2.34970859199393,0.0312379573364821,0.998805654941708,-4.18253535364518
"YKR018C",0.394566157603583,7.28199805464075,2.33535358426509,0.0321494500743722,0.998805654941708,-4.18276064078312
"YLR200W",0.487363464368103,6.8542837159688,2.53623296589059,0.0213977301170234,0.998805654941708,-4.18381163199258
"YFL010C",0.50519425762929,7.59942481061262,2.35980657636331,0.0306113078410648,0.998805654941708,-4.1853973216886
"YNL169C",-0.414799048217995,7.7683338442343,-2.37889713370404,0.0294586305368451,0.998805654941708,-4.18543109072993
"YKL117W",0.494566962425671,7.45496783179398,2.32306572158096,0.0329493549138266,0.998805654941708,-4.19192985730123
"YPL273W",0.409758706978862,7.78199259612926,2.37031126785271,0.029971916336246,0.998805654941708,-4.19206171053823
"YDR275W",-0.470126661506533,8.41281157749378,-2.52591813903764,0.0218547463440249,0.998805654941708,-4.19252855707352
"YMR303C",0.405121678686166,7.07030146650075,2.345678605357,0.0314913785617636,0.998805654941708,-4.19600930125331
"YGR055W",0.491400821683736,8.23250012179429,2.4294457908056,0.0266000571454092,0.998805654941708,-4.20780700578027
"YDL134C",-0.459526423501674,7.78178834475761,-2.31250346875921,0.0336517262668979,0.998805654941708,-4.21071001439836
"YJL194W",0.378108104097999,7.40000906043941,2.25796922699784,0.0375052471071158,0.998805654941708,-4.21165914815471
"YMR285C",0.371714179320913,7.38804277989442,2.2563700006437,0.0376242049764068,0.998805654941708,-4.21188177101143
"YDL066W",0.50097078456432,8.3303799474633,2.43506210308994,0.0262990698202916,0.998805654941708,-4.21193393249046
"YML009C",-0.39905162124155,7.27275207547782,-2.24430160830536,0.0385332499044234,0.998805654941708,-4.21355514900216
"YJL050W",-0.368009101351397,7.33124183604573,-2.24392787101066,0.0385617235998762,0.998805654941708,-4.2136199688329
"YGL219C",0.38923294723496,7.35703411948528,2.25001914032598,0.0381000726035867,0.998805654941708,-4.2141826338422
"YER070W",-0.402677181166223,7.83413857867471,-2.30606622514563,0.0340866098416911,0.998805654941708,-4.21640692796012
"YPL274W",0.486029684211276,8.48776749066863,2.44274207325606,0.0258926753992017,0.998805654941708,-4.21928761812018
"YHL002W",-0.387637618025273,7.76429957634073,-2.28033508237065,0.0358777265059985,0.998805654941708,-4.21942041565856
"YAL041W",-0.385375276009155,7.76957911995827,-2.26870361390453,0.0367157596356037,0.998805654941708,-4.22382389895262
"YER021W",0.458959848534062,8.16163935285477,2.34908560997611,0.0312770078861584,0.998805654941708,-4.22928147870125
"YPR103W",0.420808875696156,7.67349777164111,2.24151248045666,0.0387462138804051,0.998805654941708,-4.22980143791847
"YKL041W",-0.427125043595494,6.8411855981388,-2.33767525334081,0.0320003672758466,0.998805654941708,-4.23153522044174
"YGL028C",0.538839426735384,9.97189460247805,2.5797171414499,0.0195689494817697,0.998805654941708,-4.2318895867287
"YDR099W",0.370962768326575,7.16284597641468,2.21245804792793,0.0410303537988986,0.998805654941708,-4.23193616014281
"YMR269W",-0.387504068925535,7.04056005794727,-2.2208440819779,0.0403586197194349,0.998805654941708,-4.2341686959864
"YOR062C",-0.474110625895861,8.29345203458282,-2.36402434778626,0.0303530647668923,0.998805654941708,-4.23507211006282
"YLL036C",-0.360114377823069,7.3559152275205,-2.18034943208056,0.0436988043279649,0.998805654941708,-4.23724072386165
"YDR027C",-0.397322056499577,7.05514414671763,-2.19965936529262,0.0420754686189301,0.998805654941708,-4.24050136267493
"YPL145C",0.374688078469859,7.05049596994995,2.21081100389936,0.0411634915745308,0.998805654941708,-4.24386617445805
"YNR043W",0.388098867805469,7.56402909133724,2.17476811981663,0.0441786407132545,0.998805654941708,-4.24747583900242
"YPL170W",-0.384975350681047,7.19619893448258,-2.14332570712244,0.0469734983292234,0.998805654941708,-4.2517811910133
"YBR253W",-0.351627034159062,7.33138771983387,-2.13890504213564,0.0473791969155337,0.998805654941708,-4.25216450537463
"YIR010W",-0.354960467681407,7.13007715273918,-2.14454226077508,0.0468624114937299,0.998805654941708,-4.25326361706252
"YOR283W",0.359162361630528,7.50020957062278,2.14771586170983,0.0465737543416458,0.998805654941708,-4.25414055879381
"YGL126W",-0.404642825095541,6.92498294155161,-2.20017293136551,0.0420330632721228,0.998805654941708,-4.25752661004545
"YGR177C",0.36522547267288,7.3639870870579,2.12590099781951,0.0485913039005312,0.998805654941708,-4.25917723756947
"YKL145W",0.390360328207458,7.72771573929628,2.16609520603656,0.0449338921437483,0.998805654941708,-4.25918088215435
"YMR086W",-0.440067930464163,6.79846102563959,-2.27842087102295,0.0360144102735434,0.998805654941708,-4.25987405395415
"YJL159W",0.626111279725738,10.5519969693851,2.55368532785281,0.0206450560454435,0.998805654941708,-4.26014563135269
"YPL190C",0.354596411058571,7.55993147974427,2.13445563604253,0.0477907734406508,0.998805654941708,-4.26119960748746
"YER161C",0.485087194394765,6.73071433984945,2.40083115827066,0.0281845274603864,0.998805654941708,-4.26219203551579
"YJL160C",0.358887040494009,7.41694272206941,2.1176312877068,0.0493768188962288,0.998805654941708,-4.26297051507504
"YAL044C",-0.36239298502558,7.21234930867214,-2.11006492242245,0.0501056795021109,0.998805654941708,-4.2633771738883
"YPL019C",-0.454828886442727,8.83908835903176,-2.33651128795556,0.0320750288268162,0.998805654941708,-4.26405284257464
"YMR186W",0.384970401840645,7.39991373824398,2.11434346972651,0.0496923322065592,0.998805654941708,-4.26418650870799
"YMR135C",0.505420191743516,7.17654309979057,2.13098000549397,0.0481145498875075,0.998805654941708,-4.2654465629032
"YBR196C",0.541589874055696,9.81570703591836,2.42187906967869,0.0270106983313112,0.998805654941708,-4.26832672490888
"YJR024C",0.387243882306077,8.0028030996497,2.19554095734939,0.0424169563926461,0.998805654941708,-4.26856953721189
"YKL032C",0.406478014279979,7.74631763127402,2.13323238907847,0.0479044981768813,0.998805654941708,-4.27206105808483
"YJL047C-A",0.526922233328859,9.49451563907891,2.37105019409084,0.0299274140148045,0.998805654941708,-4.27217527839844
"YLR253W",0.406252369057618,6.89614291251773,2.19080666480004,0.0428126671507184,0.998805654941708,-4.27549871416096
"YDR127W",0.443332588545721,8.74924438721884,2.28704622627986,0.0354023178969478,0.998805654941708,-4.27646763318462
"YEL047C",0.438693281448314,8.44897460579164,2.24749005321013,0.0382911243365888,0.998805654941708,-4.27747530495297
"YER087C-B",-0.339939990874572,7.16991006902301,-2.0707299002131,0.0540554843669501,0.998805654941708,-4.27814850162494
"YML126C",0.421990863342342,8.28319585939046,2.21283299696743,0.0410001006374078,0.998805654941708,-4.28001052227169
"YHR074W",-0.369930820250022,7.05010493090018,-2.08525783643818,0.0525647721700285,0.998805654941708,-4.28037822815129
"YKL021C",-0.37305971777147,7.22077431390503,-2.06306093256542,0.0548578141801298,0.998805654941708,-4.28046356709449
"YGL202W",0.372277432321427,7.86456554173505,2.12770336736261,0.0484216271170365,0.998805654941708,-4.2812355906477
"YGR270W",-0.396792246064015,7.52953793753986,-2.07077651609726,0.0540506402021985,0.998805654941708,-4.28138598175586
"YHR132C",-0.365538389473012,7.03396682816695,-2.0811093878472,0.0529865793072038,0.998805654941708,-4.28297690084937
"YPL188W",0.400224378814643,6.86097789360193,2.19118884354441,0.0427805973746123,0.998805654941708,-4.28342232330651
"YKL164C",0.51569427591746,9.82212753966293,2.36559880990007,0.0302571883667768,0.998805654941708,-4.28353858863441
"YJL023C",-0.373407520010512,6.88760950316831,-2.13523570985585,0.0477183795154486,0.998805654941708,-4.28412958190481
"YNL231C",-0.336151569749485,7.35171982092855,-2.04996377459116,0.0562531010251368,0.998805654941708,-4.28461178934816
"YDR527W",0.379108478805155,7.77023940947,2.0960887840257,0.0514778842486738,0.998805654941708,-4.28587077799729
"YBR260C",0.387329963591972,7.06903981001829,2.0788960456903,0.0532128871165416,0.998805654941708,-4.28758528934574
"YDL140C",0.35860203534415,7.40954560701815,2.0475464430382,0.0565141222275194,0.998805654941708,-4.28811092082753
"YLR397C",0.425758038898503,6.82076943093701,2.18803255847371,0.0430461155046868,0.998805654941708,-4.29227114937117
"YMR258C",0.465280935721959,6.70493174110964,2.29818273166533,0.0346263284429009,0.998805654941708,-4.29314307347524
"YKL216W",-0.474964981757198,9.93514497845457,-2.33558849786606,0.0321343359775234,0.998805654941708,-4.29474656967456
"YKL001C",0.491327957848324,6.73332646756088,2.28454037241983,0.0355791399980751,0.998805654941708,-4.29524037674254
"YCR024C-A",-0.488903135048509,9.62260174764943,-2.29163989264846,0.0350802924739724,0.998805654941708,-4.29737776879298
"YJL196C",0.39443228386106,8.07658229988249,2.11797096616269,0.0493443264851259,0.998805654941708,-4.29877692293747
"YCL016C",-0.373188874356218,6.85571034298751,-2.10280188507872,0.050814554059796,0.998805654941708,-4.30033730434858
"YDL126C",0.432064425865387,8.56726484200234,2.18675502767209,0.043154016923782,0.998805654941708,-4.30054911885206
"YDR407C",-0.49992669713884,6.60006789196784,-2.34975782955912,0.031234872909491,0.998805654941708,-4.30267126175524
"YGR251W",-0.332586482598467,7.39401635037609,-2.00104014908092,0.0617542368555808,0.998805654941708,-4.30272484710502
"YPL082C",-0.690565098289471,6.45462106303413,-2.62528433881491,0.0178126191106613,0.998805654941708,-4.30283275318263
"YJR047C",0.415943261515473,7.04423654875098,2.04882769073977,0.0563756377444361,0.998805654941708,-4.30289806739408
"YGL190C",-0.416207966359076,7.54991752131916,-2.00854606053444,0.060879846967566,0.998805654941708,-4.3044669969269
"YHR214C-E",-0.392623200490986,8.12761696999462,-2.11093675651819,0.0500211982553977,0.998805654941708,-4.30459633287384
"YGR143W",-0.390934920736928,6.89393499189187,-2.07010716829532,0.0541202344444403,0.998805654941708,-4.30483586034926
"YDR115W",-0.335938788846765,7.50171295672554,-1.99973835124519,0.0619070358408518,0.998805654941708,-4.3052551933747
"YDR214W",-0.391857484956306,7.48192518333809,-1.99224737414713,0.0627929372360837,0.998805654941708,-4.30801775342644
"YIL123W",-0.334023286332245,7.30518525830758,-1.98418950103166,0.0637586215830828,0.998805654941708,-4.30809053723927
"YFR055W",-0.408454069108458,7.89528158403827,-2.0497779858144,0.056273123447332,0.998805654941708,-4.30828973219756
"YHR137W",-0.664770870242058,6.45316095371093,-2.59773663089627,0.0188555455808872,0.998805654941708,-4.30907147052142
"YIL116W",0.401410470072554,8.01765778710997,2.07385114669432,0.0537320056873016,0.998805654941708,-4.30921990070367
"YOR260W",0.339381720968676,7.6817656495093,2.0096876791441,0.0607478396523577,0.998805654941708,-4.31025436258714
"YBR042C",-0.341309541684451,7.30179367662761,-1.97637201205623,0.0647082551347641,0.998805654941708,-4.31094810183755
"YHR083W",-0.335511424658307,7.28056447049871,-1.97260508945372,0.0651703707895214,0.998805654941708,-4.31226160356389
"YBL002W",0.501571105829358,10.0875035286761,2.28491838072894,0.0355524138831823,0.998805654941708,-4.31275734258629
"YEL052W",0.323964635326076,7.33794400400125,1.97183454983842,0.0652652632214763,0.998805654941708,-4.313901515035
"YML096W",-0.436186861020954,6.69633681308192,-2.18409584672597,0.0433794130626512,0.998805654941708,-4.31423493582272
