,c1,c2,c3,c4,c5,t1,t2,t3,t4,t5,t6
YDR387C,2.1649175412293853,2.3203398300849574,2.660669665167416,2.237381309345327,2.2573713143428287,2.08295852073963,2.9920039980009996,2.6196901549225386,1.9655172413793103,2.5382308845577213,2.5187406296851576
YDR388W,3.8265867066466766,4.133433283358321,4.219390304847576,3.8555722138930535,4.72263868065967,3.9035482258870564,3.665167416291854,4.1834082958520735,3.027486256871564,5.064467766116942,3.9695152423788107
YDR389W,2.087456271864068,2.344327836081959,2.0124937531234384,2.519240379810095,2.1719140429785107,2.6676661669165416,3.476761619190405,3.47576211894053,2.4592703648175913,2.794102948525737,3.0929535232383807
YDR390C,2.047976011994003,2.575712143928036,2.391304347826087,2.019990004997501,2.6971514242878563,2.0429785107446277,1.9700149925037482,2.5592203898050974,1.3258370814592704,1.6231884057971016,2.021489255372314
YDR391C,1.3728135932033982,1.7836081959020489,1.8765617191404298,1.7491254372813594,1.5497251374312844,1.7471264367816093,1.6526736631684158,1.9425287356321839,2.6751624187906047,1.7406296851574212,2.018990504747626
YDR392W,1.829585207396302,2.390304847576212,2.210394802598701,1.3508245877061469,1.8905547226386807,1.936031984007996,1.8050974512743627,2.4827586206896552,1.6021989005497252,2.026486756621689,1.7436281859070464
YDR394W,4.416291854072964,5.193403298350825,5.4877561219390305,4.837081459270365,5.248875562218891,4.686656671664168,5.458770614692654,5.316341829085458,3.6391804097951024,4.354822588705647,4.689655172413793
YDR395W,3.982008995502249,5.130434782608695,4.613193403298351,4.5477261369315345,5.725137431284358,5.291854072963519,5.3878060969515245,5.36831584207896,3.5367316341829085,4.133933033483259,4.94952523738131
YDR397C,3.7251374312843577,3.834582708645677,3.7496251874062967,2.892553723138431,2.7416291854072963,1.9080459770114941,2.578210894552724,1.8980509745127436,1.6521739130434783,1.9320339830084958,2.0814592703648174
YDR398W,6.570214892553723,7.426286856571714,8.819090454772613,7.263868065967016,8.863568215892053,5.433783108445777,8.211894052973513,7.89255372313843,3.6271864067966018,4.762118940529735,5.6276861569215395
YDR399W,16.408295852073962,17.47576211894053,17.58120939530235,19.263868065967017,16.447776111944027,11.776611694152924,12.962018990504747,12.239880059970014,8.535232383808095,7.457271364317841,10.76711644177911
YDR400W,4.901549225387306,4.700649675162419,4.246876561719141,6.931534232883558,6.681159420289855,6.855572213893053,5.428285857071464,5.04647676161919,3.109945027486257,3.7701149425287355,4.505247376311844
YDR404C,3.1144427786106945,3.0174912543728136,3.3073463268365817,3.751624187906047,3.633183408295852,2.8580709645177413,3.167416291854073,3.3308345827086456,2.948025987006497,2.5077461269365315,2.5957021489255374
YDR405W,2.100449775112444,3.2733633183408295,3.235882058970515,3.8585707146426786,3.4927536231884058,3.36231884057971,3.634682658670665,3.9580209895052474,3.524737631184408,3.215392303848076,3.455272363818091
YDR406W,1.4152923538230884,0.800599700149925,1.2233883058470765,1.2963518240879561,1.1964017991004499,1.9930034982508746,1.8105947026486757,1.9995002498750625,1.9020489755122438,1.8275862068965518,2.184407796101949
YDR407C,2.186406796601699,2.681159420289855,2.2808595702148926,2.598200899550225,3.709145427286357,4.333333333333333,4.849575212393803,4.193403298350825,3.6186906546726636,3.848575712143928,4.691654172913543
YDR408C,5.155422288855572,6.2233883058470765,5.749625187406297,9.704647676161919,8.211394302848575,13.829585207396303,14.35032483758121,10.710144927536232,9.970514742628685,9.854572713643178,11.920039980009996
YDR409W,2.47376311844078,3.343328335832084,3.71464267866067,3.4697651174412796,2.899550224887556,3.8520739630184906,3.3573213393303347,4.187406296851575,3.052973513243378,4.218390804597701,4.450274862568715
YDR410C,3.6101949025487254,4.642678660669665,5.553723138430785,4.919540229885057,4.672663668165917,5.497251374312843,6.772613693153423,5.416291854072964,4.99400299850075,5.677661169415292,6.849075462268866
YDR411C,2.9105447276361818,3.1339330334832582,3.1739130434782608,3.316341829085457,2.8360819590204898,3.3283358320839582,2.912543728135932,3.6126936531734133,3.203398300849575,3.055472263868066,3.9085457271364317
YDR412W,2.732133933033483,3.3333333333333335,2.8540729635182407,2.570214892553723,2.100449775112444,3.031984007996002,2.9325337331334334,3.290354822588706,2.4567716141929035,1.9335332333833084,3.2928535732133932
YDR414C,1.9380309845077461,1.6281859070464768,1.6486756621689156,2.454272863568216,1.7476261869065468,1.569215392303848,2.3323338330834584,1.5157421289355322,1.8245877061469264,1.4922538730634682,1.9835082458770614
YDR415C,1.99800099950025,3.3193403298350823,2.449275362318841,2.0229885057471266,2.489255372313843,3.208895552223888,2.710144927536232,3.342328835582209,2.393303348325837,2.343328335832084,3.272863568215892
YDR416W,1.8395802098950524,2.4772613693153422,2.4082958520739632,2.4962518740629687,2.1339330334832582,2.3533233383308345,2.4917541229385307,2.154422788605697,1.72263868065967,2.189905047476262,2.1164417791104446
YDR418W,18.065967016491754,20.39880059970015,22.509245377311345,20.808095952023987,19.576711644177912,9.322838580709645,14.590204897551224,13.271864067966018,10.074462768615692,11.709645177411295,11.914542728635682
YDR419W,1.4792603698150923,1.670664667666167,1.7546226886556722,2.0109945027486256,1.7551224387806097,2.026986506746627,3.025987006496752,2.3183408295852073,2.2513743128435784,1.5932033983008496,1.8905547226386807
YDR420W,2.3233383308345825,2.4927536231884058,2.929535232383808,1.7876061969015493,1.92103948025987,1.8915542228885558,2.166416791604198,2.0909545227386306,2.3558220889555224,1.68015992003998,1.9320339830084958
YDR421W,1.5657171414292854,2.0099950024987505,1.8915542228885558,1.7501249375312344,1.8195902048975512,2.488255872063968,2.2638680659670163,2.375312343828086,1.911544227886057,2.1729135432283857,2.2458770614692654
YDR422C,2.549725137431284,3.1839080459770117,2.5972013993003498,2.690654672663668,2.5152423788105946,2.6966516741629185,2.8555722138930535,3.162918540729635,3.1194402798600698,2.4582708645677163,3.156421789105447
YDR423C,2.8525737131434283,4.773113443278361,3.710144927536232,3.572713643178411,4.151424287856072,4.976511744127936,4.245377311344328,5.195402298850575,4.653673163418291,4.833083458270864,5.031484257871065
YDR424C,2.9695152423788107,3.451274362818591,3.3548225887056473,3.811094452773613,3.5067466266866565,4.065967016491754,4.098950524737631,4.782108945527236,4.224887556221889,3.5472263868065967,4.9855072463768115
YDR425W,2.9615192403798103,3.0434782608695654,2.7801099450274864,2.524737631184408,1.945527236381809,3.102448775612194,3.473263368315842,2.904047976011994,3.0484757621189407,2.386806596701649,3.167416291854073
YDR427W,2.235382308845577,3.5112443778110944,3.265867066466767,3.24287856071964,3.235882058970515,3.2573713143428287,4.606196901549225,3.526736631684158,3.0914542728635683,3.5422288855572215,3.5987006496751626
YDR428C,3.4132933533233385,3.4302848575712144,3.3193403298350823,3.5357321339330334,3.261369315342329,3.981009495252374,4.665167416291854,3.7471264367816093,3.5472263868065967,2.6531734132933535,4.022488755622189
YDR429C,5.798100949525238,6.634182908545728,7.4387806096951525,6.494752623688156,5.702648675662169,4.918540729635183,5.814092953523239,7.134932533733133,4.696151924037981,5.047476261869066,4.9500249875062465
YDR430C,2.5217391304347827,2.7756121939030485,3.102448775612194,2.234382808595702,2.8755622188905545,2.4922538730634685,2.6221889055472265,3.015992003998001,2.2998500749625186,2.2968515742128934,2.869565217391304
YDR432W,8.206396801599201,10.940029985007497,8.340829585207397,11.255872063968017,9.92703648175912,9.754622688655672,11.316841579210395,11.363818090954522,9.47176411794103,9.089455272363818,10.33183408295852
YDR434W,1.2998500749625188,2.008495752123938,1.4087956021989005,1.9100449775112445,1.1779110444777612,1.958520739630185,2.2038980509745127,2.083458270864568,1.6881559220389806,1.9620189905047476,2.309345327336332
YDR435C,1.224887556221889,1.3343328335832083,1.184407796101949,1.3793103448275863,1.206896551724138,2.0134932533733134,2.157421289355322,2.210394802598701,1.1729135432283857,1.504247876061969,2.0144927536231885
YDR436W,1.3393303348325838,1.3498250874562718,1.7951024487756122,1.6651674162918542,1.4612693653173414,2.2028985507246377,2.0324837581209394,1.9300349825087457,2.075462268865567,2.6891554222888554,2.8555722138930535
YDR437W,2.76311844077961,1.7291354322838581,2.68415792103948,2.9290354822588704,2.0194902548725637,2.754622688655672,2.288855572213893,2.547726136931534,3.340829585207396,2.335832083958021,2.605697151424288
YDR438W,3.7521239380309845,4.0009995002498755,3.532233883058471,3.5572213893053473,3.4652673663168416,3.2528735632183907,4.013993003498251,3.9645177411294354,4.155422288855572,3.1459270364817593,4.186406796601699
YDR439W,1.6826586706646676,1.7736131934032984,1.9270364817591203,1.3903048475762119,1.9495252373813095,1.6316841579210395,2.103448275862069,2.1219390304847576,1.645177411294353,1.5827086456771615,1.8215892053973013
YDR440W,1.0229885057471264,1.3158420789605196,1.5327336331834083,0.9900049975012494,1.357321339330335,1.359320339830085,1.1369315342328836,1.473263368315842,1.3348325837081458,0.7541229385307346,1.535232383808096
YDR441C,6.411294352823588,7.668665667166417,8.123938030984508,9.153423288355823,7.063468265867066,6.8015992003998,8.043478260869565,7.11344327836082,6.016491754122939,6.450774612693653,7.4122938530734634
YDR443C,1.183408295852074,1.8130934532733634,1.9940029985007497,1.5627186406796603,1.7836081959020489,1.2363818090954524,2.2893553223388308,2.106446776611694,1.6631684157921038,2.0664667666166916,1.9080459770114941
YDR444W,1.4057971014492754,2.0914542728635683,2.0654672663668165,1.7691154422788606,2.2448775612193903,2.2258870564717643,2.337831084457771,2.1604197901049473,2.2258870564717643,2.078460769615192,2.0039980009995
YDR446W,0.6141929035482259,0.7231384307846077,0.5762118940529735,0.5082458770614693,1.0054972513743128,1.1384307846076962,1.2478760619690155,0.9960019990004998,0.7421289355322339,0.7486256871564217,1.0494752623688155
YDR447C,10.085457271364318,12.906546726636682,10.540229885057471,12.07296351824088,12.735132433783109,4.748125937031484,6.875562218890555,7.695152423788106,5.084457771114443,5.547226386806597,6.118440779610195
YDR448W,1.87856071964018,1.8460769615192403,1.6591704147926036,2.542728635682159,2.4032983508245875,1.4192903548225888,1.6621689155422288,2.100949525237381,1.712143928035982,2.0439780109945027,2.442278860569715
YDR449C,3.6176911544227885,3.201399300349825,2.951024487756122,3.494752623688156,3.535232383808096,2.68015992003998,2.8295852073963017,3.055472263868066,2.1794102948525738,2.1029485257371316,2.544727636181909
YDR450W,9.87256371814093,11.021489255372314,11.482758620689655,11.715642178910544,10.985007496251875,6.653673163418291,8.847576211894053,8.75312343828086,5.322338830584708,5.939030484757621,7.856071964017991
YDR451C,3.2538730634682658,3.530734632683658,4.3523238380809595,2.5142428785607196,2.3818090954522737,2.7596201899050476,2.7211394302848575,2.633183408295852,3.071464267866067,2.1134432783608195,2.762118940529735
YDR452W,1.816591704147926,1.6631684157921038,1.7816091954022988,1.9525237381309346,2.0059970014992503,2.282358820589705,2.442278860569715,1.7436281859070464,2.4087956021989005,2.497751124437781,2.3578210894552725
YDR453C,1.6061969015492255,2.030984507746127,2.027986006996502,1.6966516741629185,2.3918040979510247,2.4867566216891555,2.104447776111944,1.8510744627686158,1.6101949025487257,2.3013493253373314,1.960519740129935
YDR454C,2.9395302348825587,3.100449775112444,3.105447276361819,3.3018490754622687,3.7231384307846076,2.9185407296351826,3.024487756121939,3.256871564217891,3.347826086956522,2.6971514242878563,3.296351824087956
YDR456W,3.2693653173413293,3.874062968515742,3.2288855572213895,3.2783608195902048,3.1434282858570715,3.241879060469765,3.6956521739130435,3.295352323838081,3.451774112943528,3.261869065467266,3.334832583708146
YDR457W,2.153423288355822,2.3293353323338333,2.528735632183908,2.214392803598201,1.8890554722638682,2.313343328335832,2.568215892053973,2.874062968515742,2.6241879060469766,2.336831584207896,2.8065967016491755
YDR458C,1.815592203898051,2.9150424787606197,2.5882058970514743,2.6081959020489753,2.658670664667666,2.269865067466267,2.125937031484258,2.894552723638181,2.5147426286856573,2.2503748125937033,3.3533233383308345
YDR459C,1.7566216891554223,1.6441779110444779,1.4747626186906546,1.920039980009995,1.2603698150924538,1.6111944027986007,1.9325337331334334,2.1419290354822587,1.7681159420289856,1.2708645677161419,2.5187406296851576
YDR460W,2.0149925037481258,2.179910044977511,2.5897051474262867,1.825087456271864,1.76311844077961,1.9995002498750625,2.1959020489755123,1.8060969515242378,1.7011494252873562,1.897551224387806,1.8765617191404298
YDR461C-A,0.8685657171414293,1.1724137931034482,0.7971014492753623,0.8640679660169915,1.1849075462268865,0.8425787106446777,1.4642678660669666,1.3648175912043978,0.712143928035982,1.3253373313343328,1.1039480259870065
YDR461W,1.0464767616191903,1.1379310344827587,1.130934532733633,1.7166416791604198,1.023488255872064,2.158920539730135,1.376311844077961,1.8790604697651174,1.2403798100949526,1.671664167916042,1.6101949025487257
YDR462W,2.9185407296351826,3.4227886056971513,4.064467766116942,3.573713143428286,3.305847076461769,2.660669665167416,3.469265367316342,3.415792103948026,2.76511744127936,3.3278360819590205,3.9365317341329336
YDR463W,2.2978510744627685,2.578710644677661,2.7751124437781107,3.428785607196402,3.2443778110944526,4.8810594702648675,4.835582208895552,3.608695652173913,3.626686656671664,3.347826086956522,4.46976511744128
YDR464W,1.1889055472263867,1.9885057471264367,1.8970514742628686,1.9800099950024987,2.0539730134932532,2.825087456271864,2.2188905547226385,2.552223888055972,1.6891554222888556,1.8090954522738631,2.0649675162418792
YDR465C,2.424287856071964,2.814592703648176,2.981009495252374,3.31984007996002,3.017991004497751,2.867566216891554,3.1049475262368817,3.6091954022988504,2.3558220889555224,2.1464267866066966,2.623688155922039
YDR466W,2.548725637181409,2.8360819590204898,2.021489255372314,3.0114942528735633,2.2238880559720138,2.290354822588706,2.92303848075962,3.334832583708146,2.738130934532734,2.6006996501749127,3.3293353323338333
YDR468C,3.1894052973513243,3.371314342828586,2.5472263868065967,3.2553723138430786,3.2283858070964517,3.6446776611694154,4.221889055472264,3.820089955022489,2.5302348825587204,3.6676661669165416,4.035982008995502
YDR469W,2.1199400299850075,2.0004997501249377,2.2433783108445775,2.767616191904048,2.2703648175912043,2.767616191904048,2.284357821089455,2.457271364317841,1.9515242378810596,1.8330834582708646,2.7426286856571713
YDR470C,1.3078460769615192,1.9815092453773113,1.9055472263868065,1.6166916541729135,1.3298350824587706,2.1234382808595704,1.5367316341829085,2.210894552723638,2.660669665167416,2.0414792603698153,2.174912543728136
YDR471W,12.069965017491254,12.441779110444777,14.345327336331835,14.577711144427786,14.293853073463268,7.3478260869565215,10.061969015492254,8.706146926536732,8.068965517241379,8.428785607196401,9.368815592203898
YDR472W,15.306346826586706,17.839080459770116,17.344827586206897,20.332833583208394,21.425787106446776,36.94452773613193,42.43528235882059,36.94502748625687,38.3968015992004,32.26286856571714,38.546226886556724
YDR473C,1.4022988505747127,1.654672663668166,0.9390304847576212,1.3043478260869565,1.3103448275862069,1.5092453773113443,1.1859070464767616,1.567216391804098,1.4837581209395303,1.2813593203398301,1.4857571214392804
YDR476C,6.554722638680659,8.821589205397302,6.962018990504748,8.655172413793103,7.761619190404797,10.915542228885558,11.332833583208396,11.860069965017491,9.690154922538731,9.504747626186907,10.013493253373314
YDR477W,2.819090454772614,3.0794602698650673,2.556221889055472,2.43928035982009,2.3783108445777112,2.310344827586207,2.622688655672164,2.0689655172413794,2.190904547726137,2.395302348825587,2.4567716141929035
YDR478W,2.1399300349825086,2.5067466266866565,2.395302348825587,2.2288855572213895,2.9375312343828086,2.711144427786107,3.0974512743628186,3.557721139430285,2.9650174912543728,2.5067466266866565,2.76311844077961
YDR479C,2.0304847576211893,2.203398300849575,1.8385807096451774,2.153423288355822,1.8555722138930535,2.2083958020989507,2.5327336331834083,2.781609195402299,2.0129935032483757,2.1519240379810096,3.077461269365317
YDR480W,1.6756621689155422,1.896551724137931,1.749625187406297,2.0964517741129436,1.908545727136432,2.953023488255872,3.1464267866066966,3.025987006496752,2.43928035982009,2.44527736131934,2.980009995002499
YDR481C,5.256371814092954,8.39880059970015,8.821089455272364,9.369815092453774,7.914042978510745,6.402298850574713,7.827086456771614,5.319340329835082,6.041979010494753,4.602198900549725,7.015492253873063
YDR482C,2.809095452273863,2.8205897051474262,3.2748625687156423,3.051974012993503,2.347826086956522,3.312343828085957,3.870064967516242,2.614192903548226,2.9045477261369315,2.0984507746126937,2.9100449775112445
YDR483W,4.99800099950025,5.796101949025488,5.0009995002498755,6.296351824087956,5.0279860069965014,3.7211394302848575,4.245877061469265,4.492753623188406,3.3333333333333335,3.6186906546726636,4.606196901549225
YDR484W,4.0389805097451275,4.090454772613693,4.321339330334832,4.266866566716642,4.449275362318841,3.2703648175912043,3.629685157421289,3.4322838580709645,3.0669665167416293,3.4597701149425286,3.6776611694152925
YDR485C,2.6496751624187906,3.1134432783608195,2.8545727136431784,2.813593203398301,2.6956521739130435,2.954022988505747,2.972513743128436,3.3683158420789607,2.6706646676661667,1.969015492253873,3.185907046476762
YDR486C,3.266366816591704,2.833583208395802,3.2543728135932035,3.4417791104447777,3.817091454272864,6.053473263368316,5.946026986506746,5.48175912043978,5.908545727136432,4.671664167916042,5.330834582708646
YDR487C,4.24287856071964,5.68415792103948,5.776111944027986,3.5907046476761617,3.9845077461269365,3.257871064467766,4.511744127936032,3.580209895052474,3.0124937531234384,3.5932033983008496,4.170414792603698
YDR488C,0.9800099950024987,1.904047976011994,1.3248375812093953,1.6401799100449774,1.5142428785607196,1.3503248375812094,0.8825587206396801,1.5802098950524737,1.015992003998001,1.5457271364317842,1.446776611694153
YDR489W,2.528735632183908,3.1999000499750125,3.1914042978510744,2.4912543728135934,2.6261869065467267,2.984007996001999,2.929535232383808,2.7811094452773615,2.8265867066466766,2.468765617191404,2.3728135932033982
YDR490C,1.458270864567716,1.7581209395302348,1.7401299350324837,1.5237381309345328,2.165417291354323,1.6276861569215393,1.7536231884057971,2.369815092453773,1.4932533733133433,1.7786106946526736,1.8100949525237382
YDR492W,12.313343328335833,13.854072963518242,15.505247376311845,6.521239380309845,5.930534732633683,3.4857571214392804,3.264367816091954,3.107946026986507,2.9310344827586206,2.813093453273363,3.348825587206397
YDR493W,3.9385307346326837,5.472763618190904,6.161419290354822,6.361319340329835,7.133433283358321,8.781609195402298,9.359320339830084,8.63168415792104,6.986006996501749,7.510744627686157,8.872063968015992
YDR494W,1.7956021989005497,2.3728135932033982,2.9075462268865566,1.9845077461269365,2.2493753123438283,2.448775612193903,3.027986006996502,2.734632683658171,1.8800599700149925,2.1414292853573214,2.7776111944027986
YDR495C,1.3073463268365817,1.8915542228885558,2.3363318340829586,2.71864067966017,2.3973013493253372,2.5622188905547225,2.7021489255372315,2.887056471764118,1.9260369815092453,2.32183908045977,2.4527736131934033
YDR496C,5.029485257371315,5.190904547726137,5.428785607196402,5.660169915042479,4.764617691154423,3.5932033983008496,4.8810594702648675,4.274862568715642,3.263368315842079,2.5452273863068466,3.55872063968016
YDR497C,4.956521739130435,6.441779110444777,6.944027986006996,9.70664667666167,10.87256371814093,9.72063968015992,11.90054972513743,9.814092953523238,9.957021489255371,10.279860069965018,12.009495252373814
YDR498C,2.0674662668665666,2.231384307846077,1.8330834582708646,2.0739630184907547,2.4927536231884058,1.973513243378311,2.1729135432283857,2.293353323338331,2.289855072463768,2.3213393303348324,2.894052973513243
YDR499W,0.9620189905047476,1.6946526736631684,0.9240379810094953,1.0694652673663168,1.0964517741129436,1.4992503748125936,1.064967516241879,1.2798600699650176,0.8905547226386806,1.3768115942028984,1.0814592703648176
YDR500C,12.222388805597202,12.974012993503248,13.594202898550725,14.495752123938031,14.359820089955022,7.220889555222389,10.885057471264368,10.395302348825588,7.402298850574713,7.4277861069465265,8.695152423788105
YDR501W,1.446776611694153,1.6386806596701649,1.3498250874562718,0.7976011994002998,2.084457771114443,2.2713643178410794,1.7941029485257372,1.857071464267866,1.973513243378311,1.4202898550724639,1.5847076461769116
YDR502C,2.8300849575212395,3.4097951024487756,3.6176911544227885,4.979510244877561,5.081459270364817,3.6431784107946026,4.293353323338331,4.779110444777611,4.073963018490755,3.2213893053473264,5.371314342828586
YDR503C,1.9880059970014992,2.2638680659670163,1.8910544727636183,2.465767116441779,2.182908545727136,3.426286856571714,3.046976511744128,3.241879060469765,3.3918040979510247,2.8875562218890556,4.312843578210894
YDR505C,2.0894552723638182,2.0579710144927534,1.8510744627686158,1.9420289855072463,1.9425287356321839,1.9395302348825587,2.309345327336332,2.365817091454273,1.8960519740129935,2.0974512743628186,2.553723138430785
YDR506C,0.8990504747626187,1.4462768615692154,1.064967516241879,1.4932533733133433,1.0454772613693153,1.341329335332334,1.0399800099950025,1.6596701649175412,1.7231384307846076,0.9610194902548725,2.15592203898051
YDR507C,1.584207896051974,0.9565217391304348,1.314342828585707,2.3033483258370815,1.986006996501749,3.1924037981009494,2.949025487256372,2.6006996501749127,2.9790104947526235,2.0559720139930033,3.1174412793603197
YDR508C,13.474762618690654,14.073463268365817,14.850574712643677,20.08345827086457,21.96951524237881,10.667666166916542,15.37481259370315,12.889555222388806,10.901549225387306,12.656171914042979,13.285857071464267
YDR510W,3.739130434782609,5.370814592703648,5.226386806596702,5.281859070464767,4.124437781109445,4.192903548225887,5.11544227886057,4.593703148425787,4.130434782608695,3.8605697151424287,5.082958520739631
YDR511W,3.058470764617691,3.0859570214892553,3.60119940029985,3.837081459270365,4.428285857071464,6.350824587706147,6.2023988005997,5.767116441779111,5.447276361819091,5.140929535232384,6.68615692153923
YDR512C,3.180909545227386,3.4027986006996502,3.003498250874563,3.214392803598201,3.420789605197401,3.898050974512744,4.862068965517241,3.938030984507746,4.711644177911045,4.10744627686157,3.994502748625687
YDR513W,3.1849075462268868,3.9315342328835583,3.7606196901549227,3.9505247376311843,2.84007996001999,3.573713143428286,4.5857071464267865,3.6936531734132934,2.6551724137931036,3.2023988005997,4.0699650174912545
YDR514C,2.1339330334832582,2.426286856571714,2.7681159420289854,1.8340829585207397,1.458270864567716,1.9780109945027486,1.6666666666666667,1.5207396301849077,1.2513743128435781,1.496751624187906,2.450774612693653
YDR515W,0.9565217391304348,1.7956021989005497,1.4912543728135932,1.3608195902048976,1.1304347826086956,0.6876561719140429,1.4052973513243379,1.5987006496751623,1.0979510244877562,1.2173913043478262,1.696151924037981
YDR517W,1.3833083458270865,2.526736631684158,2.3543228385807096,2.5077461269365315,2.788605697151424,4.0834582708645675,3.9605197401299352,3.370814592703648,2.3493253373313343,2.9570214892553723,3.769615192403798
YDR518W,2.009495252373813,2.4257871064467764,1.6106946526736632,3.1244377811094455,2.4067966016991504,3.255872063968016,3.7406296851574212,3.2768615692153924,3.08095952023988,3.177911044477761,4.3033483258370815
YDR519W,2.377311344327836,2.131434282858571,2.1999000499750125,2.297351324337831,2.952023988005997,2.5147426286856573,4.913043478260869,3.3278360819590205,2.2993503248375813,3.7481259370314843,3.7116441779110443
YDR520C,1.973513243378311,2.5092453773113443,2.3183408295852073,2.527736131934033,2.162918540729635,1.4567716141929035,2.151424287856072,2.1849075462268868,1.9110444777611195,1.8370814592703648,1.551224387806097
YDR524C,5.760619690154923,4.427286356821589,5.31384307846077,12.191904047976012,10.115942028985508,24.01399300349825,18.550224887556222,16.083958020989506,16.12543728135932,10.650174912543728,20.81559220389805
YDR524C-B,92.07896051974014,109.71114442778611,116.68715642178911,91.88705647176411,83.12993503248376,33.389305347326335,54.104947526236884,43.11494252873563,47.950524737631184,50.32083958020989,59.3328335832084
YDR525W-A,4.5522238880559724,4.262868565717142,6.6966516741629185,5.539730134932534,5.692653673163418,5.294852573713143,6.537731134432784,6.361319340329835,6.560219890054973,5.738630684657672,6.3233383308345825
YDR527W,5.701649175412294,6.458770614692654,5.947026486756622,7.475262368815592,6.56271864067966,7.035482258870565,7.849575212393803,7.284857571214393,7.173413293353323,7.147926036981509,8.605697151424287
YDR528W,1.92103948025987,2.1774112943528237,1.9935032483758122,2.843078460769615,3.0579710144927534,3.137431284357821,3.894052973513243,2.266366816591704,2.7181409295352323,2.8285857071464267,3.526736631684158
YDR529C,3.287856071964018,4.775112443778111,4.743628185907046,3.9845077461269365,3.659170414792604,4.824087956021989,4.944527736131934,4.1299350324837585,4.629185407296352,4.480259870064968,5.405797101449275
YDR530C,2.3238380809595203,2.314342828585707,2.60119940029985,2.051474262868566,2.814092953523238,2.9105447276361818,3.081959020489755,3.16191904047976,2.887056471764118,2.1914042978510744,2.760119940029985
YDR531W,1.8845577211394302,2.782608695652174,1.9265367316341828,1.7616191904047975,1.5367316341829085,1.6306846576711644,2.0144927536231885,2.026986506746627,1.1709145427286356,1.6741629185407296,1.4227886056971515
YDR532C,1.3368315842078962,1.280359820089955,1.6101949025487257,1.5132433783108445,1.7011494252873562,1.63968015992004,2.369315342328836,1.3728135932033982,1.2438780609695153,2.052473763118441,1.9575212393803099
YDR533C,1.185407296351824,1.3138430784607695,1.6006996501749124,1.3948025987006496,1.1079460269865067,1.8380809595202399,1.7861069465267367,1.6141929035482259,1.5517241379310345,1.817591204397801,1.9640179910044977
YDR534C,0.7376311844077961,0.6826586706646677,1.11744127936032,0.6951524237881059,1.104447776111944,1.0239880059970015,1.2403798100949526,1.4402798600699651,1.1939030484757622,0.8670664667666167,1.315342328835582
YDR538W,2.766616691654173,2.573713143428286,2.83808095952024,3.032983508245877,2.5732133933033485,3.2893553223388308,3.9365317341329336,3.216391804097951,3.580709645177411,3.246376811594203,3.2228885557221387
YDR539W,2.0689655172413794,2.112943528235882,2.072463768115942,1.8980509745127436,2.438280859570215,2.313343328335832,2.6196901549225386,2.3813093453273364,2.5837081459270363,1.5667166416791605,3.0449775112443778
YDR540C,0.8010994502748626,0.784607696151924,1.1394302848575713,0.8675662168915542,1.1689155422288855,1.0679660169915042,1.1494252873563218,1.143928035982009,1.3638180909545228,1.0224887556221889,1.4812593703148427
YDR541C,1.0364817591204398,1.4632683658170915,1.0459770114942528,1.0219890054972514,0.9490254872563718,1.0069965017491254,0.9335332333833083,0.9120439780109945,1.167416291854073,0.8415792103948025,1.0299850074962518
YDR545W,1.6326836581709145,2.1639180409795102,1.9075462268865566,2.210894552723638,1.6261869065467267,2.2828585707146427,2.629185407296352,2.623688155922039,2.783608195902049,2.2093953023488258,2.2798600699650176
YEL001C,3.1529235382308847,3.315342328835582,3.739130434782609,3.9105447276361818,3.0484757621189407,3.896551724137931,5.112443778110944,4.925037481259371,4.097951024487756,4.275862068965517,4.9610194902548725
YEL002C,4.325337331334333,3.028985507246377,3.6026986506746628,4.4677661169415295,4.962018990504748,4.5167416291854074,5.769115442278861,5.782608695652174,4.707146426786607,4.747626186906547,6.350324837581209
YEL003W,3.84207896051974,4.702648675662169,3.532233883058471,3.8660669665167418,4.212893553223388,4.8365817091454275,6.609195402298851,4.929035482258871,5.3723138430784605,5.112943528235882,6.426786606696652
YEL004W,1.9945027486256872,2.058470764617691,1.5627186406796603,1.6361819090454772,1.8850574712643677,2.364817591204398,2.1884057971014492,2.31584207896052,2.1849075462268868,1.504247876061969,2.575712143928036
YEL005C,1.8060969515242378,2.386806596701649,1.869065467266367,1.6266866566716642,1.1734132933533232,1.4992503748125936,1.5142428785607196,2.0739630184907547,1.4422788605697152,1.3418290854572714,1.7301349325337332
YEL006W,3.6186906546726636,3.7551224387806097,3.0209895052473765,4.941529235382309,4.31984007996002,3.5527236381809097,4.026486756621689,3.8055972013993005,3.6206896551724137,3.1999000499750125,4.456271864067966
YEL007W,3.5422288855572215,3.710144927536232,4.11144427786107,5.652673663168415,4.5122438780609695,4.150424787606197,5.336831584207896,5.156421789105448,6.215892053973014,5.009495252373813,5.186406796601699
YEL009C,13.450774612693653,15.547226386806596,17.5912043978011,14.752623688155921,14.74062968515742,9.460269865067467,13.469265367316341,9.828585707146427,8.789605197401299,9.802098950524737,10.513743128435783
YEL012W,1.4767616191904047,1.5027486256871565,1.3523238380809595,1.9590204897551224,1.2273863068465767,1.7116441779110445,1.353823088455772,1.8365817091454273,1.910544727636182,1.4682658670664668,1.8830584707646176
