,c1,c2,c3,c4,c5,t1,t2,t3,t4,t5,t6
YAL016W,3.174912543728136,5.057471264367816,4.835582208895552,5.11744127936032,4.383808095952024,4.011494252873563,4.361819090454772,5.133433283358321,4.561719140429785,4.3878060969515245,5.279860069965017
YAL017W,1.7146426786606697,1.6156921539230384,1.8160919540229885,1.7826086956521738,1.7831084457771114,1.4512743628185907,1.1249375312343828,1.4567716141929035,1.9835082458770614,1.857071464267866,1.6281859070464768
YAL019W,2.767616191904048,3.0634682658670664,2.0154922538730635,3.2448775612193903,2.468765617191404,2.4557721139430284,3.088455772113943,3.181909045477261,2.1164417791104446,2.790104947526237,2.788605697151424
YAL020C,2.4367816091954024,2.6816591704147927,2.8295852073963017,2.229385307346327,2.478760619690155,2.284857571214393,2.573713143428286,3.028985507246377,2.7831084457771116,1.7136431784107946,2.694152923538231
YAL021C,2.340829585207396,3.4802598700649674,3.91704147926037,3.56071964017991,3.1479260369815094,3.0394802598700648,3.12143928035982,3.7741129435282357,2.2423788105947025,2.6206896551724137,3.24087956021989
YAL022C,2.3298350824587706,3.182908545727136,3.177911044477761,2.715642178910545,2.63968015992004,2.895552223888056,3.288855572213893,3.55672163918041,2.5057471264367814,2.369315342328836,3.009495252373813
YAL023C,4.161419290354822,4.157421289355322,3.6966516741629185,4.04447776111944,4.2233883058470765,4.425787106446776,4.499250374812593,4.695652173913044,4.485257371314343,3.9420289855072466,5.60119940029985
YAL024C,1.1584207896051975,1.7391304347826086,1.5262368815592204,1.9750124937531235,1.1374312843578211,1.9995002498750625,1.6906546726636682,1.8210894552723638,1.8220889555222388,1.9675162418790604,2.297351324337831
YAL025C,5.173913043478261,6.866066966516741,5.350824587706147,6.3833083458270865,4.414792603698151,3.5402298850574714,4.913043478260869,3.7586206896551726,3.5057471264367814,2.6716641679160418,2.8780609695152424
YAL026C,2.1284357821089457,3.7261369315342328,4.195902048975512,3.2063968015992006,3.181909045477261,3.4107946026986506,3.9260369815092453,3.0194902548725637,2.9940029985007497,2.742128935532234,3.8205897051474262
YAL027W,1.710144927536232,1.6246876561719141,1.865567216391804,1.5327336331834083,1.4047976011994003,1.8610694652673663,1.8415792103948025,2.374312843578211,1.857071464267866,1.463768115942029,1.912543728135932
YAL028W,1.1614192903548226,1.6946526736631684,1.5552223888055972,0.889055472263868,1.5297351324337831,1.5407296351824087,0.9690154922538731,1.79960019990005,1.3478260869565217,1.2838580709645178,1.4292853573213393
YAL029C,2.130934532733633,2.177911044477761,2.046976511744128,1.8365817091454273,2.2253873063468266,1.5902048975512244,2.0549725137431283,1.9625187406296851,1.5347326336831584,1.9800099950024987,1.9395302348825587
YAL030W,1.688655672163918,1.7531234382808596,1.4012993503248377,1.8740629685157422,3.211894052973513,3.0839580209895052,3.6721639180409795,3.2383808095952022,2.8895552223888057,2.8950524737631183,2.822088955522239
YAL031C,1.863568215892054,2.282358820589705,2.1189405297351325,2.051974012993503,1.5412293853073464,2.7616191904047978,2.0634682658670664,2.210894552723638,1.327336331834083,2.305847076461769,2.3248375812093953
YAL032C,1.8480759620189906,1.6751624187906047,1.7941029485257372,1.4817591204397802,1.9260369815092453,2.971514242878561,2.704647676161919,2.71864067966017,2.107946026986507,1.8790604697651174,2.5292353823088454
YAL033W,2.3308345827086456,2.5827086456771613,2.6016991504247877,2.708645677161419,2.6691654172913544,3.295352323838081,3.583208395802099,3.660669665167416,2.9620189905047476,2.3063468265867066,3.7801099450274864
YAL034W-A,2.3028485757121437,2.3088455772113945,2.23488255872064,2.708645677161419,2.501249375312344,2.430784607696152,3.296351824087956,2.282358820589705,2.9635182408795604,3.130934532733633,3.4367816091954024
YAL035W,5.962518740629685,9.224387806096951,8.426786606696652,6.271864067966017,6.146926536731634,3.608695652173913,5.259370314842578,5.7076461769115445,3.862568715642179,4.4522738630684655,5.290854572713643
YAL036C,5.137931034482759,6.066466766616692,5.500749625187407,4.8010994502748625,5.705647176411794,3.694152923538231,4.191904047976012,4.63768115942029,3.629685157421289,4.074962518740629,3.68215892053973
YAL038W,38.64117941029485,47.8055972013993,45.93553223388306,34.43128435782109,25.080459770114942,13.709645177411295,15.503748125937031,15.994002998500749,12.858070964517742,13.72063968015992,18.395802098950526
YAL039C,2.6461769115442277,3.658170914542729,3.341329335332334,3.894052973513243,4.004997501249376,4.572713643178411,4.041979010494753,4.256871564217891,4.927536231884058,4.833083458270864,6.3233383308345825
YAL040C,4.652673663168415,6.35632183908046,7.19640179910045,8.557221389305347,7.545727136431784,6.3168415792103945,6.9345327336331835,6.170914542728636,6.373313343328336,5.992003998001,6.71864067966017
YAL041W,4.351324337831085,4.6721639180409795,4.2103948025987,5.476261869065468,7.462768615692154,6.517241379310345,9.511244377811094,7.159420289855072,6.919540229885057,8.155422288855572,7.862068965517241
YAL042W,2.8810594702648675,2.9495252373813092,3.371814092953523,3.4907546226886557,2.630684657671164,4.0099950024987505,3.659170414792604,3.6136931534232883,3.550724637681159,3.292353823088456,3.8280859570214893
YAL043C,1.9820089955022488,2.440279860069965,2.480759620189905,2.8115942028985508,2.768615692153923,2.751624187906047,3.9060469765117443,4.086456771614193,3.131434282858571,3.6316841579210393,3.260869565217391
YAL044C,3.1419290354822587,3.5282358820589703,3.075462268865567,3.2208895552223886,3.188905547226387,4.904547726136932,4.461269365317341,3.6456771614192904,3.6991504247876064,3.0569715142428784,3.8705647176411793
YAL044W-A,2.5962018990504747,3.5527236381809097,3.015992003998001,3.3213393303348324,3.99800099950025,3.921539230384808,3.9630184907546226,3.1724137931034484,2.950024987506247,2.7476261869065466,3.6316841579210393
YAL046C,2.809095452273863,3.297351324337831,2.9035482258870564,3.1724137931034484,2.105447276361819,2.95952023988006,3.696151924037981,3.0729635182408797,2.3308345827086456,2.5442278860569716,4.109945027486257
YAL048C,1.7486256871564219,1.7396301849075462,1.8525737131434283,1.3628185907046477,1.3973013493253372,1.657671164417791,1.6656671664167917,2.3513243378310844,1.784607696151924,1.3258370814592704,1.9785107446276862
YAL049C,2.208895552223888,2.137431284357821,2.074462768615692,1.6286856571714143,1.5142428785607196,1.265367316341829,2.498750624687656,1.6791604197901049,1.8105947026486757,1.234382808595702,2.025987006496752
YAL053W,1.4622688655672165,1.9570214892553723,2.5687156421789106,2.083458270864568,1.9145427286356822,1.6916541729135433,1.583208395802099,2.393303348325837,1.633183408295852,1.5407296351824087,1.9185407296351824
YAL055W,2.7936031984007994,3.314342828585707,3.2563718140929536,2.4092953523238383,3.0369815092453774,3.7221389305347325,2.825087456271864,3.0659670164917543,3.0324837581209394,2.76311844077961,3.672663668165917
YAL056W,2.580209895052474,1.7776111944027986,2.7231384307846076,2.2533733133433285,2.1944027986006995,2.076461769115442,2.138430784607696,2.0079960019990004,1.5432283858070965,2.2403798100949524,2.349825087456272
YAL058W,1.8225887056471763,1.9525237381309346,2.36031984007996,2.4377811094452775,2.893053473263368,2.336831584207896,2.4912543728135934,2.32183908045977,2.2583708145927037,1.79960019990005,2.3768115942028984
YAL059W,4.472263868065967,5.515242378810595,6.529235382308846,6.723138430784608,6.628685657171414,6.4477761119440276,7.758120939530235,5.307346326836582,5.318340829585208,5.422788605697152,5.213893053473264
YAL060W,3.341329335332334,3.245377311344328,3.924537731134433,3.032983508245877,3.469265367316342,3.702648675662169,3.125937031484258,3.5912043978010995,2.706646676661669,3.1184407796101947,4.1054472763618195
YAL061W,1.5737131434282858,1.6531734132933533,1.4772613693153422,1.8715642178910545,1.7766116941529235,2.211394302848576,1.8030984507746126,1.9325337331334334,1.958520739630185,1.6341829085457271,2.1234382808595704
YAL062W,2.2268865567216394,2.7296351824087957,3.315342328835582,2.076461769115442,1.7606196901549225,1.3493253373313343,1.7986006996501749,1.4942528735632183,1.4032983508245878,1.5312343828085957,1.457271364317841
YAL063C,1.0784607696151924,1.1774112943528237,1.3653173413293354,0.8820589705147426,1.312343828085957,1.1224387806096952,1.3403298350824588,1.1644177911044478,1.134432783608196,1.3053473263368316,1.4527736131934033
YAL067C,0.6536731634182908,0.6751624187906047,0.49025487256371814,0.688655672163918,0.9585207396301849,0.9095452273863068,1.3098450774612693,1.3213393303348326,0.7891054472763618,0.8605697151424287,0.9560219890054973
YAR002C-A,2.8235882058970514,2.8535732133933034,3.5292353823088454,2.6946526736631684,2.0314842578710643,3.3263368315842077,3.4117941029485257,3.2148925537231383,3.052973513243378,2.921539230384808,3.844577711144428
YAR002W,2.1959020489755123,2.534232883558221,2.6936531734132934,2.869065467266367,2.3083458270864567,1.7641179410294852,2.107446276861569,2.616191904047976,2.265367316341829,2.1754122938530736,3.1154422788605696
YAR003W,1.287856071964018,1.2813593203398301,1.713143428285857,1.736631684157921,1.1454272863568216,1.7616191904047975,1.357321339330335,1.8440779610194902,1.618190904547726,1.7331334332833583,1.8930534732633684
YAR007C,1.5142428785607196,1.8780609695152424,1.3033483258370815,1.5772113943028485,1.6346826586706646,1.6081959020489756,2.157421289355322,2.0119940029985006,1.893553223388306,2.2723638180909544,2.185907046476762
YAR008W,1.0739630184907547,1.342328835582209,1.3568215892053972,1.630184907546227,1.7146426786606697,2.1469265367316344,1.5152423788105946,1.554222888555722,1.4407796101949026,1.2453773113443278,1.7296351824087957
YAR014C,2.6201899050474764,3.6506746626686657,3.75912043978011,4.253373313343328,3.6326836581709148,2.6986506746626686,3.7561219390304847,4.1834082958520735,3.8045977011494254,3.180909545227386,4.340329835082459
YAR015W,2.71664167916042,2.7691154422788604,3.152423788105947,2.4622688655672165,2.974012993503248,1.2048975512243878,2.0484757621189407,2.1614192903548224,1.6266866566716642,1.6101949025487257,1.896551724137931
YAR018C,1.7046476761619191,1.8930534732633684,1.8180909545227386,1.5357321339330334,1.7191404297851074,1.7056471764117942,1.7276361819090456,1.9395302348825587,1.8880559720139931,1.774112943528236,2.5037481259370313
YAR027W,2.8600699650174914,2.4122938530734634,2.863568215892054,2.23488255872064,2.295352323838081,1.9710144927536233,2.71864067966017,2.2988505747126435,2.110944527736132,2.2998500749625186,2.5752123938030986
YAR028W,1.8995502248875562,2.322838580709645,3.0964517741129436,2.1984007996001997,2.2203898050974513,2.1724137931034484,1.864567716141929,2.2213893053473264,2.2863568215892056,2.4322838580709645,2.7181409295352323
YAR031W,1.2393803098450775,1.2138930534732633,1.4717641179410295,1.0709645177411293,1.3208395802098951,2.31584207896052,1.8090954522738631,2.0634682658670664,1.4107946026986506,1.4672663668165917,2.122438780609695
YAR033W,1.9395302348825587,2.1489255372313845,2.1969015492253874,1.946526736631684,2.496751624187906,2.0669665167416293,2.633183408295852,2.768615692153923,2.4002998500749624,2.3313343328335834,2.2298850574712645
YAR042W,2.990504747626187,4.253373313343328,3.743128435782109,3.181909045477261,2.936031984007996,1.9725137431284359,1.710144927536232,2.1369315342328834,2.3203398300849574,1.9345327336331835,2.2023988005997
YAR066W,2.60519740129935,2.7246376811594204,2.290854572713643,2.8815592203898053,3.0964517741129436,2.3448275862068964,1.9950024987506247,2.0434782608695654,2.0399800099950025,1.8940529735132434,2.3818090954522737
YAR071W,12.94102948525737,16.067966016991505,16.091954022988507,11.600199900049976,12.586206896551724,2.76311844077961,2.192903548225887,2.504247876061969,2.420789605197401,2.7306346826586707,3.891054472763618
YBL001C,9.258870564717641,9.819090454772613,9.3928035982009,13.036981509245377,12.666666666666666,17.714142928535733,16.564217891054472,14.481259370314843,19.71214392803598,15.422288855572214,17.650674662668667
YBL002W,21.400299850074962,24.899550224887555,26.35832083958021,21.05097451274363,18.56471764117941,13.48375812093953,16.029485257371313,13.526736631684157,13.424787606196901,16.23888055972014,16.768615692153922
YBL003C,27.58120939530235,28.08495752123938,32.506746626686656,23.734132933533232,22.752123938030984,16.751124437781108,19.3808095952024,17.981009495252373,17.523738130934532,19.802098950524737,20.377811094452774
YBL004W,3.843078460769615,4.947026486756622,4.019490254872563,4.371314342828586,4.717141429285357,2.8275862068965516,3.782608695652174,4.524737631184408,3.025987006496752,2.3483258370814593,2.8320839580209896
YBL005W,1.2598700649675163,1.713143428285857,1.0119940029985008,1.7306346826586707,1.3883058470764618,1.489255372313843,1.6766616691654173,1.617191404297851,1.1129435282358822,1.7076461769115443,1.5872063968015993
YBL006C,3.7116441779110443,4.8855572213893055,4.0279860069965014,4.355822088955522,6.174912543728136,4.018490754622689,4.012993503248376,4.181909045477261,3.4007996001999,4.025987006496751,3.818090954522739
YBL009W,1.2533733133433282,1.3758120939530234,1.4057971014492754,1.3553223388305846,2.4397801099450276,1.9275362318840579,2.1239380309845077,2.4342828585707146,2.0129935032483757,1.937031484257871,1.8320839580209896
YBL010C,1.616191904047976,1.6316841579210395,1.6711644177911045,1.5167416291854072,1.5027486256871565,1.8950524737631185,1.9820089955022488,1.656671664167916,1.5457271364317842,1.6346826586706646,1.9705147426286858
YBL011W,2.789105447276362,3.8500749625187405,2.663168415792104,3.1444277861069465,2.4042978510744626,3.3028485757121437,3.6326836581709148,2.946526736631684,2.6171914042978512,3.3483258370814593,3.598200899550225
YBL013W,1.3288355822088955,1.462768615692154,1.7321339330334833,1.7136431784107946,1.2973513243378312,1.785607196401799,1.4887556221889056,2.5687156421789106,1.4462768615692154,1.4482758620689655,2.183408295852074
YBL014C,2.181909045477261,3.049975012493753,3.052973513243378,2.1784107946026987,2.7316341829085458,1.9925037481259371,2.8065967016491755,2.8620689655172415,2.136431784107946,2.529735132433783,2.7606196901549227
YBL015W,1.2688655672163918,1.5507246376811594,1.7486256871564219,1.5987006496751623,1.9660169915042478,1.909545227386307,1.774112943528236,2.136431784107946,1.3793103448275863,1.8510744627686158,2.103448275862069
YBL016W,3.8905547226386807,6.12143928035982,5.154922538730634,4.704147926036981,4.952523738130934,2.476261869065467,2.24087956021989,3.1639180409795102,2.345327336331834,2.5972013993003498,2.6691654172913544
YBL017C,3.155422288855572,4.384807596201899,4.27336331834083,3.877561219390305,3.6721639180409795,3.334832583708146,3.162918540729635,2.4707646176911546,2.216391804097951,2.3563218390804597,2.8850574712643677
YBL018C,3.2328835582208897,3.4102948525737133,3.5632183908045976,4.0144927536231885,4.181409295352323,3.7261369315342328,6.308345827086457,4.849575212393803,3.531234382808596,3.7246376811594204,4.43928035982009
YBL019W,1.6356821589205397,1.9305347326336832,1.8095952023988007,1.6146926536731634,1.6771614192903548,2.15592203898051,2.1839080459770117,2.1764117941029486,1.432783608195902,2.4227886056971513,2.5017491254372812
YBL020W,2.4707646176911546,3.823088455772114,2.8205897051474262,2.5997001499250376,2.4322838580709645,1.684657671164418,3.1924037981009494,3.626686656671664,2.5592203898050974,2.386806596701649,2.812593703148426
YBL021C,3.2268865567216394,3.7371314342828588,3.005497251374313,4.071964017991005,3.83808095952024,3.5882058970514743,4.403798100949525,3.341329335332334,2.4772613693153422,3.1794102948525738,3.180409795102449
YBL022C,2.1714142928535733,3.1174412793603197,3.157421289355322,2.687656171914043,3.0079960019990004,3.126936531734133,2.879560219890055,3.7226386806596703,3.101949025487256,3.052473763118441,3.7741129435282357
YBL023C,2.386806596701649,2.5972013993003498,1.8915542228885558,2.788105947026487,2.36231884057971,2.84007996001999,3.262368815592204,3.438280859570215,2.4727636181909047,3.0219890054972516,2.8765617191404296
YBL024W,4.499250374812593,4.710644677661169,4.773613193403298,4.833083458270864,4.852573713143428,4.422788605697152,4.898050974512744,3.8830584707646176,3.1254372813593205,3.4182908545727138,3.098950524737631
YBL025W,2.665167416291854,3.00199900049975,3.3968015992004,3.313343328335832,2.737631184407796,3.9410294852573715,3.95952023988006,3.7566216891554225,3.3033483258370815,3.154422788605697,3.5972013993003498
YBL026W,2.2753623188405796,2.5602198900549724,3.338830584707646,3.1349325337331333,3.6166916541729135,3.315342328835582,4.537731134432784,3.72063968015992,3.084457771114443,3.3248375812093953,3.1754122938530736
YBL027W,14.553723138430785,18.85207396301849,18.960519740129936,17.156921539230385,18.7936031984008,7.0144927536231885,10.507746126936532,11.109445277361319,8.38280859570215,8.738130934532734,8.454772613693153
YBL028C,5.338330834582709,6.145427286356822,5.980009995002499,6.877061469265367,5.6966516741629185,4.03848075962019,4.714142928535732,3.6541729135432286,3.2713643178410794,2.8805597201399302,3.6926536731634183
YBL029C-A,3.28135932033983,3.4772613693153422,3.6181909045477263,2.6196901549225386,4.086956521739131,2.581209395302349,2.705647176411794,2.295352323838081,2.658670664667666,2.3883058470764618,2.6716641679160418
YBL030C,3.8845577211394304,4.936531734132934,4.474762618690654,4.687156421789106,3.790104947526237,4.530734632683658,4.4007996001999,4.742628685657172,4.2788605697151425,4.945027486256872,5.081459270364817
YBL031W,1.0684657671164417,0.7201399300349826,1.1619190404797601,1.341329335332334,0.889055472263868,1.2268865567216392,1.329335332333833,1.4127936031984007,1.11944027986007,1.4017991004497752,1.640679660169915
YBL032W,1.4707646176911544,1.7766116941529235,2.561719140429785,2.650174912543728,1.8430784607696151,2.5382308845577213,2.2773613193403297,1.7706146926536732,3.0879560219890054,2.3813093453273364,2.555222388805597
YBL033C,3.8275862068965516,4.446276861569215,3.938030984507746,3.7251374312843577,3.650174912543728,3.417791104447776,4.015992003998001,3.029985007496252,2.811094452773613,2.350824587706147,4.05047476261869
YBL034C,1.68215892053973,2.023488255872064,1.7411294352823588,2.1229385307346327,1.8740629685157422,2.120439780109945,3.0134932533733134,2.3023488255872064,1.5637181409295353,2.0049975012493753,2.3363318340829586
YBL035C,1.8210894552723638,2.0494752623688157,1.6946526736631684,1.872063968015992,2.0694652673663168,1.4292853573213393,2.072463768115942,1.47976011994003,1.4207896051974014,1.5487256371814093,2.7616191904047978
YBL036C,1.4037981009495253,2.7726136931534233,1.9180409795102449,2.3278360819590205,2.55472263868066,2.578210894552724,2.285857071464268,3.6746626686656674,2.758120939530235,1.832583708145927,2.67816091954023
YBL037W,2.0974512743628186,2.8160919540229883,2.6221889055472265,3.133433283358321,2.4327836081959022,2.686656671664168,2.7806096951524237,3.0869565217391304,3.3983008495752123,3.1479260369815094,3.662168915542229
YBL038W,2.455272363818091,2.9105447276361818,3.7761119440279862,3.231384307846077,2.739130434782609,2.625687156421789,3.708645677161419,3.000999500249875,2.742128935532234,3.4042978510744626,3.531734132933533
YBL039C,3.6146926536731634,5.3878060969515245,5.858570714642679,5.745127436281859,5.805097451274363,4.3413293353323335,4.162918540729635,5.237381309345327,3.8115942028985508,3.2468765617191404,3.5857071464267865
YBL039W-B,1.584207896051974,1.684657671164418,2.0379810094952524,1.6106946526736632,1.7616191904047975,1.8340829585207397,2.314342828585707,1.7706146926536732,1.4952523738130934,1.8415792103948025,1.5997001499250374
YBL040C,3.7756121939030485,4.26736631684158,3.4697651174412796,4.24487756121939,3.754622688655672,3.6476761619190405,4.505247376311844,5.027486256871565,3.905047476261869,4.15192403798101,5.486756621689155
YBL041W,4.7701149425287355,6.474762618690654,5.8745627186406795,6.380309845077461,7.090454772613693,6.096951524237881,7.744127936031984,7.831584207896052,7.237381309345327,6.11944027986007,7.634682658670664
YBL042C,9.78360819590205,12.61719140429785,11.807096451774113,15.120439780109946,13.597701149425287,8.729135432283858,10.32783608195902,9.073463268365817,6.702648675662169,6.912543728135932,9.03448275862069
YBL043W,1.376311844077961,1.5977011494252873,1.568215892053973,1.064967516241879,1.0154922538730635,1.785607196401799,1.3968015992003997,1.725137431284358,1.4152923538230884,1.0684657671164417,1.2788605697151425
YBL045C,1.8100949525237382,2.2458770614692654,2.7541229385307346,2.665167416291854,1.8895552223888057,2.63368315842079,2.8800599700149925,2.5372313843078462,2.420289855072464,2.0929535232383807,2.8530734632683656
YBL046W,1.1789105447276362,1.606696651674163,1.1669165417291354,1.1784107946026987,1.342328835582209,1.329335332333833,1.3813093453273364,2.076461769115442,1.4902548725637181,1.4172913543228385,1.3938030984507745
YBL047C,2.3543228385807096,2.150424787606197,2.0954522738630685,2.6146926536731634,2.2468765617191404,2.2683658170914542,2.5947026486756624,1.8345827086456772,1.5347326336831584,2.1254372813593205,2.6626686656671663
YBL049W,1.4587706146926536,2.466766616691654,2.0694652673663168,1.9780109945027486,2.08295852073963,2.2178910544727635,2.7226386806596703,3.1539230384807597,2.6976511744127936,2.245377311344328,2.5972013993003498
YBL050W,2.106946526736632,4.1344327836081955,2.6156921539230384,2.7266366816591705,3.1274362818590706,3.212393803098451,3.0364817591204396,3.3428285857071462,3.980009995002499,3.0484757621189407,3.874062968515742
YBL051C,2.6261869065467267,3.0304847576211893,4.017991004497751,3.3193403298350823,2.8810594702648675,2.938030984507746,2.784607696151924,2.9705147426286858,2.8225887056471763,3.164417791104448,2.7181409295352323
YBL052C,1.7151424287856072,1.5762118940529735,1.7426286856571713,1.6421789105447275,1.6096951524237881,1.8920539730134933,2.102448775612194,2.3828085957021488,1.7066466766616692,1.9685157421289354,2.1739130434782608
YBL054W,3.6551724137931036,5.357321339330335,5.390804597701149,5.714642678660669,5.63168415792104,3.8150924537731132,4.156421789105448,4.68215892053973,2.209895052473763,2.2773613193403297,2.7806096951524237
YBL055C,2.1154422788605696,3.5122438780609695,2.9695152423788107,2.5872063968015993,2.577711144427786,3.501249375312344,2.991504247876062,2.5827086456771613,1.928535732133933,1.6326836581709145,2.9920039980009996
YBL056W,2.8605697151424287,5.179410294852573,3.862568715642179,4.072463768115942,3.3243378310844576,4.108445777111444,4.150424787606197,3.9630184907546226,3.2198900549725136,4.631184407796102,4.283858070964517
YBL057C,2.9140429785107447,3.2993503248375813,3.3078460769615194,2.4347826086956523,3.340329835082459,3.661169415292354,3.682658670664668,3.903048475762119,3.285857071464268,3.915542228885557,3.8215892053973013
YBL058W,2.5962018990504747,3.68015992003998,3.2563718140929536,3.156921539230385,2.5647176411794104,3.0849575212393803,4.190404797601199,3.3878060969515245,3.103448275862069,2.897551224387806,3.285857071464268
YBL059C-A,1.9790104947526237,2.499250374812594,1.8370814592703648,2.0599700149925035,1.6731634182908546,2.1884057971014492,2.8025987006496753,1.8880559720139931,2.257871064467766,1.91904047976012,2.570214892553723
YBL059W,2.580709645177411,1.9150424787606197,2.6361819090454772,2.2178910544727635,2.945527236381809,3.247376311844078,3.7436281859070464,3.084457771114443,3.075962018990505,2.8360819590204898,3.072463768115942
YBL060W,2.6146926536731634,3.4472763618190903,2.4407796101949026,3.0324837581209394,3.076461769115442,2.8830584707646176,2.5017491254372812,3.1894052973513243,2.320839580209895,2.6571714142928538,2.267366316841579
YBL061C,2.8595702148925537,4.486256871564218,3.5122438780609695,3.52623688155922,4.195902048975512,2.6696651674162917,3.9610194902548725,3.075962018990505,2.922538730634683,2.3818090954522737,3.1134432783608195
YBL063W,0.9035482258870565,1.0989505247376312,0.782608695652174,1.6166916541729135,1.0329835082458771,1.4182908545727135,1.2173913043478262,1.3033483258370815,1.1224387806096952,0.6931534232883558,1.6956521739130435
YBL064C,1.1004497751124438,1.7176411794102948,1.6036981509245378,1.7231384307846076,1.8205897051474262,1.5762118940529735,1.5187406296851573,2.127936031984008,1.5047476261869066,1.8630684657671164,1.8200899550224887
YBL066C,1.815592203898051,2.370314842578711,1.7971014492753623,1.9255372313843078,2.615192403798101,2.0659670164917543,3.1739130434782608,2.4247876061969014,2.0659670164917543,2.0239880059970017,2.628685657171414
YBL067C,1.6071964017991005,1.987006496751624,1.937031484257871,1.9005497251374313,1.5312343828085957,1.7536231884057971,1.841079460269865,2.217391304347826,1.209895052473763,1.1179410294852574,2.6251874062968517
YBL068W,3.463768115942029,3.733633183408296,3.9340329835082457,3.2468765617191404,3.185907046476762,2.551224387806097,2.715642178910545,2.9995002498750623,2.7351324337831087,1.8495752123938032,2.6091954022988504
YBL069W,2.396301849075462,3.182408795602199,2.217391304347826,3.2208895552223886,2.977511244377811,3.1154422788605696,3.557721139430285,3.6551724137931036,3.3533233383308345,2.2468765617191404,3.218390804597701
YBL071W-A,5.644177911044478,5.938530734632684,5.973513243378311,6.28135932033983,6.360819590204898,6.248375812093953,4.600699650174913,6.169415292353823,4.654672663668166,4.895552223888056,4.682658670664668
YBL072C,17.792103948025986,19.991004497751124,18.547226386806596,28.383308345827086,19.308345827086455,35.763618190904545,31.320839580209896,28.980009995002497,23.743628185907045,19.705647176411794,25.88705647176412
YBL074C,1.9205397301349325,2.131934032983508,2.1519240379810096,2.1209395302348826,1.7486256871564219,1.9890054972513742,2.672663668165917,2.2168915542228884,1.3503248375812094,1.8960519740129935,1.96151924037981
YBL076C,7.222888555722139,9.543728135932033,8.836581709145428,7.498250874562719,6.121939030484757,5.344327836081959,5.179910044977511,5.290854572713643,4.223888055972014,4.575212393803098,5.182908545727137
YBL078C,1.3888055972013993,1.423288355822089,1.8215892053973013,1.7311344327836082,2.7981009495252374,2.6071964017991003,2.5892053973013494,2.2563718140929536,3.2298850574712645,2.108945527236382,2.3363318340829586
YBL079W,2.1739130434782608,2.28535732133933,2.5227386306846578,2.8905547226386807,2.52023988005997,2.3823088455772115,2.6946526736631684,2.8040979510244877,2.1389305347326335,2.506246876561719,3.082458770614693
YBL080C,1.4162918540729634,1.6116941529235382,1.9110444777611195,1.4807596201899051,1.7071464267866068,1.96151924037981,1.5122438780609695,1.737631184407796,1.3128435782108945,1.8590704647676162,1.7981009495252374
YBL081W,2.9620189905047476,3.377311344327836,3.760119940029985,2.997501249375312,2.2753623188405796,1.4772613693153422,2.6381809095452273,2.980009995002499,1.912543728135932,1.8300849575212395,3.0384807596201897
