,c1,c2,c3,t1,t2,t3,t4
YER152C,3.795102448775612,6.078460769615193,2.9995002498750623,2.1449275362318843,5.222388805597201,5.451274362818591,2.4877561219390305
YER153C,4.738630684657672,8.5792103948026,3.476261869065467,3.3438280859570213,6.621689155422289,8.270864567716142,4.105947026486756
YER154W,5.5522238880559724,8.499250374812593,4.308345827086457,2.796601699150425,6.985007496251874,7.384807596201899,2.8470764617691153
YER155C,8.754122938530735,7.2988505747126435,6.709145427286357,3.9205397301349327,5.84807596201899,5.890054972513743,4.784607696151924
YER156C,10.67416291854073,15.142428785607196,10.81159420289855,8.2023988005997,9.432783608195901,11.366816591704147,9.326836581709145
YER157W,5.085457271364318,8.229885057471265,5.7901049475262365,6.270864567716142,6.127436281859071,6.738630684657672,7.72063968015992
YER158C,3.4887556221889056,5.414792603698151,3.0599700149925035,3.729135432283858,3.661169415292354,4.387306346826587,4.251374312843578
YER159C,9.103948025987007,10.387306346826586,9.784607696151925,4.928035982008995,7.0034982508745625,6.284857571214393,5.63568215892054
YER161C,3.7691154422788604,5.061469265367316,5.078460769615193,3.7971014492753623,5.180409795102449,5.223888055972014,4.735632183908046
YER162C,3.978510744627686,5.534232883558221,3.8735632183908044,3.8045977011494254,3.5827086456771613,6.300849575212394,4.090454772613693
YER163C,4.547226386806597,9.628685657171415,3.924537731134433,3.6646676661669164,8.851574212893553,9.195902048975512,4.281859070464767
YER164W,4.049475262368816,4.330334832583708,4.752623688155922,4.100449775112444,5.224387806096951,4.75712143928036,3.545727136431784
YER165W,18.33583208395802,20.565717141429285,22.297351324337832,13.661669165417292,15.814592703648175,14.657671164417792,12.232383808095951
YER166W,3.894552723638181,4.626686656671664,3.9940029985007497,5.094952523738131,4.752623688155922,5.686656671664168,6.131934032983509
YER167W,7.814092953523239,7.375812093953024,8.092453773113442,6.7976011994003,7.270364817591204,7.35832083958021,5.083958020989505
YER168C,3.9555222388805595,5.705647176411794,4.122438780609695,4.6231884057971016,5.082958520739631,5.022988505747127,4.630684657671164
YER169W,5.94752623688156,6.786106946526736,6.561719140429785,3.182908545727136,4.322338830584708,4.473263368315842,3.312343828085957
YER170W,4.073963018490755,3.9390304847576214,3.0129935032483757,3.51824087956022,4.255372313843078,4.405297351324338,3.9640179910044977
YER171W,4.417791104447776,5.176411794102949,6.112943528235882,5.374812593703148,5.6056971514242875,6.013493253373313,4.625687156421789
YER172C,4.219890054972514,5.173913043478261,4.75512243878061,5.156421789105448,5.746126936531734,5.092453773113443,5.3433283358320836
YER173W,4.849075462268866,5.249875062468766,4.045977011494253,3.7221389305347325,6.250374812593703,6.318840579710145,4.200899550224888
YER174C,4.459770114942529,7.320339830084958,5.376311844077961,4.101449275362318,5.921539230384807,6.333833083458271,4.550724637681159
YER175C,3.3768115942028984,4.5787106446776615,6.316341829085458,3.445777111444278,3.5402298850574714,4.826086956521739,4.169415292353823
YER175W-A,2.0919540229885056,4.059470264867566,2.3803098450774614,3.1594202898550723,3.0134932533733134,3.569215392303848,3.47376311844078
YER176W,3.892553723138431,6.556221889055473,4.860069965017491,5.166916541729136,5.380309845077461,6.754622688655672,6.553223388305847
YER177W,25.219390304847575,24.861069465267366,27.56221889055472,8.566216891554223,13.11944027986007,10.244377811094452,11.12943528235882
YER178W,7.769115442278861,11.723138430784608,6.471264367816092,5.036981509245377,9.557721139430285,8.20039980009995,6.513743128435782
YER180C-A,5.917541229385307,6.984007996001999,7.6901549225387305,5.148425787106447,6.2233883058470765,6.94752623688156,5.199900049975012
YER182W,4.459270364817591,6.619190404797601,3.3533233383308345,3.836581709145427,5.501749125437281,6.6366816591704145,4.63368315842079
YER183C,3.5722138930534735,4.284857571214393,3.4802598700649674,4.421789105447276,4.660169915042479,4.923038480759621,4.673663168415792
YER184C,1.9635182408795602,4.094952523738131,2.1549225387306348,2.6626686656671663,3.3118440779610197,4.773613193403298,3.31584207896052
YER186C,3.896551724137931,5.809095452273863,3.4267866066966515,4.114942528735632,5.490754622688656,6.205897051474263,5.56471764117941
YER187W,1.5207396301849077,3.6901549225387305,1.2468765617191404,1.6636681659170416,2.9410294852573715,4.160419790104948,2.9860069965017493
YER188C-A,6.614692653673163,9.319340329835082,4.124937531234383,5.5922038980509745,8.801099450274863,11.19640179910045,6.726136931534233
YER189W,3.28335832083958,4.497751124437781,2.905047476261869,3.544727636181909,4.141429285357321,5.2053973013493255,4.484257871064468
YER190W,3.28335832083958,4.497751124437781,2.905047476261869,3.544727636181909,4.141429285357321,5.2053973013493255,4.484257871064468
YFL001W,5.3698150924537735,7.0454772613693155,5.538730634682659,4.3413293353323335,5.2988505747126435,6.4742628685657175,5.140429785107446
YFL002C,4.95152423788106,6.826586706646677,6.355822088955522,5.090454772613693,7.286356821589205,7.891554222888556,7.3698150924537735
YFL003C,1.5957021489255372,2.267366316841579,1.2863568215892054,1.4512743628185907,2.635182408795602,2.7496251874062967,2.2283858070964517
YFL004W,7.608195902048975,8.900049975012493,10.75312343828086,4.990504747626187,6.828585707146427,7.842578710644678,7.119940029985007
YFL005W,6.652673663168415,9.128935532233884,6.270864567716142,6.694152923538231,6.253873063468266,8.450774612693653,5.829085457271364
YFL007W,3.941529235382309,5.939030484757621,4.146926536731634,3.7221389305347325,5.104947526236882,4.850574712643678,3.414792603698151
YFL008W,2.7171414292853573,4.754122938530735,1.8215892053973013,1.9230384807596201,4.172413793103448,4.554722638680659,3.1469265367316344
YFL009W,2.5732133933033485,5.619690154922539,3.499250374812594,3.47776111944028,5.40679660169915,5.068965517241379,4.5122438780609695
YFL010C,5.965017491254373,6.7901049475262365,5.160919540229885,2.713143428285857,7.288355822088955,8.175412293853073,3.973513243378311
YFL010W-A,2.551224387806097,4.359320339830085,3.1484257871064467,3.122438780609695,3.548725637181409,4.3968015992003995,3.874062968515742
YFL011W,1.6786606696651674,2.3673163418290852,0.9995002498750625,1.326336831584208,2.2573713143428287,3.371314342828586,2.555722138930535
YFL013C,5.11744127936032,4.8255872063968015,5.553723138430785,4.413793103448276,5.144427786106947,6.924537731134433,5.025987006496751
YFL014W,1.5687156421789106,2.9075462268865566,1.0089955022488755,1.8450774612693652,2.9515242378810593,4.287856071964018,2.7786106946526736
YFL016C,3.058470764617691,4.330334832583708,2.4907546226886557,2.3373313343328337,3.8035982008995504,4.255372313843078,2.3248375812093953
YFL017C,3.9600199900049975,6.192403798100949,2.7976011994003,3.991504247876062,5.100449775112444,5.56871564217891,3.672663668165917
YFL017W-A,5.35632183908046,8.808595702148926,5.369315342328836,5.181909045477261,6.607196401799101,7.023488255872064,5.4632683658170915
YFL018C,5.610694652673663,5.739630184907546,5.614692653673163,3.025487256371814,6.1589205397301345,6.04247876061969,4.705147426286857
YFL021W,4.046976511744128,4.72663668165917,5.976011994002999,2.702648675662169,4.361819090454772,4.134932533733133,2.348825587206397
YFL022C,7.744627686156922,8.553223388305847,7.815092453773113,5.919540229885057,7.421789105447276,6.826086956521739,6.761619190404797
YFL023W,3.946526736631684,5.573713143428286,5.320339830084958,4.337331334332833,6.298350824587706,7.221889055472264,5.173413293353323
YFL024C,12.511744127936032,18.32783608195902,14.12743628185907,12.462268865567216,15.531234382808595,13.206396801599201,13.5792103948026
YFL025C,3.181909045477261,4.053473263368316,3.2053973013493255,3.1479260369815094,3.6731634182908546,4.106446776611694,2.9005497251374313
YFL026W,1.944527736131934,2.6686656671664166,1.446776611694153,2.192903548225887,2.6061969015492252,3.017991004497751,2.451774112943528
YFL027C,2.4877561219390305,3.267866066966517,2.6391804097951024,3.1184407796101947,3.849575212393803,5.591704147926037,4.106946526736632
YFL028C,4.03648175912044,4.227386306846577,4.27536231884058,4.287356321839081,4.783108445777112,4.177911044477761,4.335832083958021
YFL029C,4.774112943528236,5.704647676161919,5.183908045977011,5.31384307846077,6.031984007996002,7.974012993503249,6.689655172413793
YFL030W,9.726636681659171,10.855572213893053,7.798100949525238,7.779610194902549,11.184407796101949,9.75912043978011,6.392803598200899
YFL031W,18.24137931034483,16.796101949025488,19.590704647676162,13.71464267866067,18.751624187906046,13.006996501749125,10.081959020489755
YFL033C,5.927536231884058,6.466766616691654,5.578210894552724,3.7716141929035483,5.958520739630185,5.584707646176912,4.195402298850575
YFL034C-A,29.42728635682159,27.95152423788106,37.14942528735632,20.608695652173914,20.07296351824088,14.268365817091455,20.94102948525737
YFL034C-B,10.530734632683659,16.55272363818091,12.640179910044978,15.75912043978011,12.009995002498751,9.752123938030984,15.365317341329336
YFL034W,3.7711144427786105,4.129435282358821,3.2523738130934534,3.0004997501249377,5.010494752623688,5.416291854072964,3.63968015992004
YFL036W,5.340329835082459,4.225387306346827,2.8360819590204898,1.9550224887556222,4.5612193903048475,4.529235382308846,2.991504247876062
YFL037W,5.811594202898551,7.737131434282858,5.499250374812593,4.1634182908545725,6.434282858570715,7.090954522738631,4.787106446776612
YFL038C,7.803098450774613,10.20839580209895,7.713643178410795,5.062468765617192,9.211394302848575,8.547726136931534,5.207896051974013
YFL039C,17.8135932033983,23.78760619690155,20.14792603698151,13.28935532233883,17.124437781109446,13.790104947526237,15.145927036481758
YFL041W,3.3318340829585207,4.458270864567716,4.191404297851075,3.9280359820089954,4.838580709645178,6.851074462768616,4.887556221889056
YFL041W-A,3.207896051974013,3.679160419790105,2.192903548225887,1.8435782108945526,3.5302348825587204,5.205897051474263,3.07696151924038
YFL042C,2.834582708645677,3.719640179910045,1.9145427286356822,2.3078460769615194,4.312343828085957,4.786606696651674,2.9270364817591203
YFL044C,5.748125937031484,8.038980509745127,4.56671664167916,5.043478260869565,7.923538230884557,8.053473263368316,6.533233383308346
YFL045C,8.74712643678161,9.68415792103948,10.083958020989506,7.313343328335832,8.255372313843079,7.429785107446277,5.7256371814092955
YFL046W,3.2573713143428287,4.855572213893053,3.2053973013493255,4.48575712143928,3.683158420789605,4.600199900049975,4.993003498250874
YFL047W,4.086956521739131,5.5857071464267865,3.5397301349325336,2.4917541229385307,5.1324337831084454,5.117941029485257,4.225887056471764
YFL048C,3.3043478260869565,5.907546226886557,4.178410794602699,4.329835082458771,5.675162418790605,5.531734132933534,5.051474262868566
YFL049W,3.7461269365317342,5.053473263368316,4.401299350324837,3.6156921539230384,3.533233383308346,5.1389305347326335,4.699150424787606
YFL050C,2.3083458270864567,4.529735132433783,2.923538230884558,2.6716641679160418,3.488255872063968,4.262368815592204,3.834582708645677
YFL054C,2.3323338330834584,3.5722138930534735,1.199400299850075,2.316841579210395,3.607696151924038,4.055472263868066,2.7426286856571713
YFL055W,5.932033983008496,7.735632183908046,8.551724137931034,6.5967016491754125,7.157421289355322,7.117941029485257,6.298350824587706
YFL059W,1.5577211394302848,2.789105447276362,1.04047976011994,1.6901549225387307,2.6721639180409795,3.3308345827086456,2.107446276861569
YFL060C,2.421789105447276,3.257871064467766,1.9890054972513742,2.3583208395802098,3.0929535232383807,4.048975512243878,3.4032983508245875
YFL061W,1.6291854072963519,3.628685657171414,1.5967016491754122,2.1549225387306348,2.736631684157921,3.6756621689155424,2.7071464267866068
YFR001W,7.460769615192404,6.94952523738131,7.946026986506746,7.580209895052474,7.405297351324338,6.512743628185907,9.067966016991504
YFR002W,6.701649175412294,7.018490754622689,5.9790104947526235,6.5257371314342825,5.398300849575213,6.287356321839081,7.589205397301349
YFR003C,4.410794602698651,5.429785107446277,3.0139930034982507,4.524737631184408,5.653173413293353,6.057471264367816,5.844577711144428
YFR004W,9.329835082458771,10.4047976011994,10.269365317341329,7.239880059970015,11.893053473263368,10.146926536731634,9.001499250374813
YFR005C,5.199900049975012,5.616191904047976,5.690654672663668,4.0589705147426285,4.623688155922039,5.145927036481759,4.84207896051974
YFR006W,3.6326836581709148,6.152923538230884,3.948025987006497,3.472263868065967,4.88855572213893,5.043478260869565,5.055472263868066
YFR007W,3.561719140429785,4.72663668165917,2.120439780109945,5.357821089455272,5.2023988005997,6.196901549225387,5.558220889555223
YFR008W,3.1184407796101947,4.150424787606197,2.7761119440279862,3.43928035982009,4.20039980009995,4.293353323338331,3.894552723638181
YFR009W,6.662668665667167,8.63568215892054,7.459770114942529,4.760119940029985,7.155422288855572,7.344827586206897,5.407296351824088
YFR010W,5.944527736131934,7.256871564217891,4.607696151924038,4.75912043978011,7.186906546726637,7.387306346826587,6.371814092953524
YFR011C,3.7261369315342328,4.814092953523239,4.269865067466267,4.768115942028985,5.410294852573713,6.0034982508745625,5.355322338830585
YFR012W,1.7026486756621688,2.729135432283858,0.9545227386306847,2.369815092453773,3.1359320339830083,4.5542228885557225,2.8320839580209896
YFR013W,3.201399300349825,3.890054972513743,3.4102948525737133,4.101449275362318,4.5257371314342825,4.582208895552224,4.05047476261869
YFR014C,3.231384307846077,5.671664167916042,2.155422288855572,2.237881059470265,5.128935532233883,5.103448275862069,3.3493253373313343
YFR016C,2.135432283858071,3.733633183408296,2.4932533733133435,2.426286856571714,3.738630684657671,4.628185907046476,3.063968015992004
YFR018C,5.63168415792104,7.426786606696652,3.189905047476262,3.6881559220389803,7.493253373313343,8.731634182908545,5.307846076961519
YFR019W,4.9900049975012495,7.703648175912044,2.9085457271364317,4.250874562718641,6.517241379310345,8.270364817591204,2.900049975012494
YFR021W,2.929535232383808,5.742128935532234,4.237381309345327,4.924537731134433,4.3943028485757125,5.702148925537231,5.096451774112944
YFR022W,3.453273363318341,5.479260369815092,3.6756621689155424,4.133433283358321,4.8500749625187405,5.653173413293353,4.816091954022989
YFR024C-A,3.8050974512743627,5.873563218390805,4.398300849575213,3.24287856071964,5.56871564217891,8.369315342328836,5.325337331334333
YFR025C,3.4792603698150923,4.705647176411794,2.984007996001999,3.9910044977511245,3.7041479260369816,5.440779610194903,4.155422288855572
YFR026C,1.3618190904547727,3.0699650174912545,1.4287856071964018,1.7051474262868567,2.2938530734632683,3.0654672663668165,2.652673663168416
YFR027W,2.1614192903548224,3.463768115942029,2.0684657671164417,2.7061469265367317,3.5207396301849077,3.9405297351324338,2.8845577211394304
YFR028C,4.433783108445777,7.350324837581209,4.468765617191404,4.390804597701149,5.997501249375312,6.431784107946027,5.393803098450775
YFR029W,2.794102948525737,4.6856571714142925,2.1934032983508245,2.5517241379310347,4.222888555722139,5.413793103448276,5.235882058970515
YFR030W,3.024487756121939,5.4877561219390305,2.3558220889555224,3.4247876061969014,7.438280859570215,5.5077461269365315,3.6921539230384806
YFR031C,6.8210894552723635,8.439780109945028,6.977011494252873,5.900549725137432,6.067466266866567,7.018490754622689,5.64367816091954
YFR031C-A,23.36581709145427,30.55422288855572,27.30134932533733,13.8055972013993,18.520739630184906,17.89705147426287,16.51824087956022
YFR032C-A,49.42228885557221,57.091454272863565,52.622688655672164,21.701649175412292,28.586206896551722,27.150924537731136,29.764617691154424
YFR033C,10.193403298350825,11.693653173413294,7.222388805597201,4.714142928535732,7.270864567716142,9.088455772113942,5.664667666166917
YFR034C,10.5832083958021,22.78310844577711,9.381309345327336,6.656171914042979,14.533233383308346,13.426786606696652,8.743628185907047
YFR036W,3.287856071964018,7.266366816591704,2.3813093453273364,3.9260369815092453,5.545227386306847,6.085957021489255,5.7456271864067965
YFR037C,6.7611194402798604,8.883058470764619,6.51824087956022,4.968015992003998,8.047476261869065,6.527736131934033,4.653173413293353
YFR038W,3.849575212393803,5.43928035982009,3.1969015492253874,3.269865067466267,4.5077461269365315,5.2478760619690155,4.330334832583708
YFR039C,3.0154922538730635,3.9325337331334334,2.87856071964018,3.0614692653673163,5.101449275362318,4.168915542228886,4.0
YFR040W,5.89255372313843,7.675162418790605,6.082458770614693,5.553223388305847,6.371314342828586,8.367816091954023,8.41929035482259
YFR041C,3.108945527236382,4.1989005497251375,2.5922038980509745,2.446776611694153,4.077961019490255,3.9685157421289357,3.9060469765117443
YFR042W,1.8280859570214893,2.796601699150425,1.4962518740629684,2.899550224887556,3.1244377811094455,3.4887556221889056,2.91904047976012
YFR043C,3.2038980509745127,5.195402298850575,3.480759620189905,4.51824087956022,4.146926536731634,6.27136431784108,4.001499250374812
YFR044C,6.604697651174413,9.27136431784108,6.509745127436282,5.224887556221889,8.685657171414293,7.206896551724138,6.36031984007996
YFR045W,3.1729135432283857,3.8055972013993005,2.51824087956022,3.4872563718140928,4.028485757121439,5.517241379310345,3.7136431784107944
YFR047C,3.290854572713643,6.109945027486257,3.0219890054972516,4.576711644177911,4.872063968015992,5.430284857571214,5.5167416291854074
YFR048W,5.951024487756122,5.098450774612694,5.269865067466267,4.199400299850075,6.895552223888056,6.789105447276362,5.261869065467266
YFR049W,3.8085957021489256,5.608695652173913,3.493753123438281,4.73063468265867,5.94952523738131,6.32383808095952,4.945027486256872
YFR050C,9.46126936531734,8.068465767116441,9.815592203898051,5.452773613193403,8.83208395802099,6.1679160419790104,5.53023488255872
YFR051C,6.20439780109945,7.767116441779111,6.83408295852074,5.916041979010495,6.782108945527236,6.5992003998001,5.599700149925037
YFR052W,9.887556221889055,7.339830084957521,9.771614192903549,6.202898550724638,8.384307846076961,6.674662668665667,6.539730134932534
YFR053C,6.008495752123938,19.43528235882059,3.947026486756622,2.7266366816591705,6.393303348325837,5.968015992003998,4.108445777111444
YFR055W,11.018990504747626,11.996501749125438,13.672663668165917,5.141929035482259,4.547226386806597,4.207396301849076,4.860569715142429
YGL001C,2.136431784107946,2.9790104947526235,2.1604197901049473,2.573713143428286,2.869065467266367,3.7276361819090456,3.28135932033983
YGL002W,3.4877561219390305,5.5432283858070965,3.3768115942028984,3.811094452773613,4.976511744127936,5.032483758120939,3.943528235882059
YGL003C,5.253873063468266,6.978010994502749,3.7231384307846076,3.8840579710144927,7.783108445777112,7.071464267866067,4.314842578710644
YGL004C,2.5407296351824087,4.403798100949525,2.918040979510245,3.5097451274362816,3.8215892053973013,5.1984007996002,4.156421789105448
YGL005C,3.1114442778610694,4.152423788105947,2.3293353323338333,3.447776111944028,3.548225887056472,4.60119940029985,5.164917541229386
YGL006W,1.9170414792603698,3.2038980509745127,1.5242378810594703,2.1399300349825086,2.947526236881559,3.369315342328836,3.2198900549725136
YGL007C-A,8.720139930034982,11.032983508245877,21.474762618690654,8.8095952023988,6.162918540729635,9.1984007996002,11.189405297351325
YGL008C,68.91404297851075,45.21189405297351,125.56771614192904,42.867066466766616,25.569715142428784,20.222388805597202,27.649175412293854
YGL009C,21.760119940029984,10.850574712643677,33.71064467766117,16.347826086956523,13.634682658670664,10.404297851074462,10.53223388305847
YGL010W,3.708645677161419,5.960519740129935,3.6196901549225386,5.460269865067466,7.2053973013493255,7.205897051474263,5.322338830584708
YGL011C,8.392303848075962,10.311344327836082,8.458770614692654,7.6231884057971016,11.028985507246377,10.957021489255371,7.893553223388306
YGL012W,5.380309845077461,9.12543728135932,5.570214892553723,4.053973013493254,6.48175912043978,7.205897051474263,4.227886056971514
YGL013C,5.082458770614693,5.72863568215892,3.9570214892553723,4.576711644177911,6.027486256871565,6.486756621689155,5.908545727136432
YGL014W,4.143928035982009,5.9790104947526235,4.6301849075462265,4.714642678660669,5.4457771114442775,4.614692653673163,7.162918540729635
YGL016W,5.7811094452773615,6.339830084957521,6.447276361819091,6.007996001999,6.408795602198901,6.523738130934532,7.938530734632684
YGL017W,3.241879060469765,4.873563218390805,2.9055472263868065,2.9105447276361818,3.900049975012494,5.503748125937031,3.4257871064467764
YGL018C,3.4887556221889056,4.122938530734633,3.1649175412293853,3.085457271364318,3.5057471264367814,5.087956021989005,3.3588205897051475
YGL019W,5.735632183908046,6.210894552723638,4.555722138930535,3.4547726136931534,5.968515742128935,8.54272863568216,3.972513743128436
YGL020C,4.190404797601199,6.563718140929535,4.297351324337831,4.548225887056471,5.201399300349825,7.002498750624688,6.508745627186407
YGL021W,2.712143928035982,3.739630184907546,3.3298350824587706,3.5872063968015993,4.327336331834083,4.7611194402798604,4.609195402298851
YGL022W,5.609195402298851,6.871064467766117,3.1159420289855073,2.846576711644178,7.230384807596202,6.6611694152923535,3.260869565217391
YGL023C,4.260869565217392,5.48175912043978,2.4792603698150923,1.9425287356321839,5.397301349325337,6.915542228885557,3.5732133933033485
YGL025C,5.630684657671164,6.154922538730634,5.098950524737631,4.2898550724637685,5.933033483258371,6.197901049475262,5.129435282358821
YGL026C,7.7811094452773615,11.023988005997001,14.619690154922539,8.180909545227387,10.241379310344827,8.140929535232384,8.506246876561718
YGL027C,2.5357321339330334,5.300849575212394,3.239880059970015,4.382808595702149,4.575712143928036,6.001499250374812,5.3233383308345825
YGL028C,41.00299850074963,36.64417791104448,64.11244377811094,38.130434782608695,24.48175912043978,18.58570714642679,22.367316341829085
YGL029W,8.697651174412794,10.677161419290355,11.83808095952024,11.346326836581708,8.93703148425787,8.489255372313844,11.769615192403798
YGL030W,48.01399300349825,48.45777111444278,65.78260869565217,33.55722138930535,31.05097451274363,31.910044977511244,33.42228885557221
YGL031C,17.383308345827086,20.606696651674163,22.87856071964018,12.007496251874063,11.752123938030984,11.949025487256371,14.87056471764118
YGL032C,1.6731634182908546,1.7971014492753623,1.1339330334832585,2.666166916541729,2.284857571214393,3.3028485757121437,2.3118440779610197
YGL035C,9.306846576711644,15.101949025487256,5.4567716141929035,3.3183408295852073,10.014492753623188,5.450774612693653,4.162418790604698
YGL037C,4.503748125937031,7.717641179410295,2.3283358320839582,1.960519740129935,3.6911544227886055,3.0539730134932532,3.554222888555722
YGL038C,5.053473263368316,5.981009495252374,6.0,3.0229885057471266,4.20039980009995,4.542728635682159,3.7596201899050476
YGL039W,4.796101949025488,6.723138430784608,4.3033483258370815,7.071464267866067,6.456271864067966,7.625187406296852,8.027486256871564
YGL040C,5.753123438280859,8.822088955522238,7.517241379310345,5.576211894052974,8.094452773613193,7.618190904547726,7.655172413793103
YGL041W-A,4.8675662168915546,6.663668165917041,5.599700149925037,7.458270864567716,5.658170914542729,6.573713143428286,7.434782608695652
YGL043W,4.217391304347826,5.541229385307346,5.155422288855572,4.43928035982009,5.298350824587706,5.534232883558221,5.320339830084958
YGL044C,4.386806596701649,5.311344327836082,5.3343328335832085,3.8510744627686155,5.466766616691654,6.615192403798101,4.525237381309346
YGL045W,2.1839080459770117,3.8850574712643677,2.4067966016991504,3.0444777611194405,2.865567216391804,4.315342328835582,4.166916541729136
YGL047W,3.7071464267866068,6.948025987006496,3.4727636181909047,4.414792603698151,5.27336331834083,6.608195902048975,4.963018490754623
YGL048C,6.383808095952024,8.243878060969514,7.1879060469765115,7.348325837081459,8.926536731634183,6.622688655672164,8.572213893053473
YGL049C,2.862568715642179,4.276861569215392,3.4122938530734634,2.3583208395802098,3.5452273863068466,4.786106946526736,3.1604197901049473
YGL050W,4.813093453273363,5.4497751124437785,4.362818590704648,4.395802098950525,5.582708645677162,6.592703648175912,5.445277361319341
YGL053W,3.499250374812594,5.823088455772114,3.873063468265867,4.386306846576711,4.530734632683658,6.563718140929535,5.795102448775612
YGL054C,7.440279860069965,8.243878060969514,8.926036981509245,6.240379810094953,6.188905547226387,6.615692153923039,5.843578210894552
YGL055W,81.29085457271364,43.456271864067965,147.75812093953024,48.026486756621686,15.87656171914043,22.937031484257872,18.434782608695652
YGL056C,7.652673663168415,9.420289855072463,7.933033483258371,5.304347826086956,6.1789105447276365,5.671164417791104,5.436281859070465
YGL057C,3.3233383308345825,5.425787106446776,4.464267866066966,3.444777611194403,4.2103948025987,4.804097951024488,4.792103948025987
YGL058W,7.279860069965017,9.977011494252874,9.032983508245877,6.36031984007996,9.441779110444777,10.780109945027487,9.172413793103448
YGL059W,2.979510244877561,4.192403798100949,5.15392303848076,3.600199900049975,3.4417791104447777,4.596201899050475,4.131434282858571
YGL060W,3.8760619690154923,5.340329835082459,3.911544227886057,3.4302848575712144,5.2723638180909544,4.859570214892554,3.99800099950025
YGL061C,2.523238380809595,3.7926036981509244,1.6896551724137931,2.626686656671664,2.9515242378810593,4.660669665167417,3.4912543728135934
YGL062W,10.13743128435782,16.393803098450775,7.590204897551224,4.582208895552224,8.168915542228886,8.849575212393804,6.428785607196402
YGL063W,4.777111444277861,7.249875062468766,4.80359820089955,4.484757621189405,6.999500249875062,7.541229385307346,5.94952523738131
YGL064C,3.9140429785107447,4.454272863568216,4.595702148925537,3.2753623188405796,4.993503248375812,5.885057471264368,4.823588205897051
YGL065C,4.11544227886057,3.4887556221889056,4.1344327836081955,4.522738630684658,4.43928035982009,6.126936531734133,6.270364817591204
YGL066W,5.0039980009995,5.27336331834083,5.83608195902049,6.260369815092454,5.681659170414792,5.033983008495752,7.068465767116442
YGL067W,4.24287856071964,5.831084457771114,4.584707646176912,5.56071964017991,5.370814592703648,6.863068465767117,7.164417791104448
YGL068W,6.62968515742129,8.877561219390305,7.290854572713643,6.660169915042479,6.813593203398301,7.905047476261869,6.855072463768116
YGL070C,7.4077961019490255,8.664167916041979,8.342828585707146,7.416291854072964,7.837581209395302,8.089455272363818,7.294852573713143
YGL071W,7.031984007996002,8.841079460269865,4.689155422288856,7.011494252873563,7.752623688155922,7.610694652673663,7.087456271864068
YGL073W,5.419790104947526,6.378310844577711,4.2788605697151425,3.9035482258870564,5.8920539730134935,6.202898550724638,4.7166416791604195
YGL075C,2.6921539230384806,3.7226386806596703,2.1394302848575713,2.5402298850574714,3.468265867066467,5.389805097451275,2.978510744627686
YGL076C,26.851574212893553,20.100449775112445,37.601699150424786,25.482258870564717,12.91904047976012,13.561719140429785,12.384807596201899
YGL077C,8.15992003998001,12.342828585707146,9.654672663668165,9.122938530734633,9.193903048475763,9.176411794102949,8.308845577211395
YGL078C,10.765617191404298,12.375812093953023,13.460769615192405,9.230384807596202,9.502248875562218,9.256371814092953,8.814592703648175
YGL079W,3.578710644677661,5.11944027986007,3.1029485257371316,4.918540729635183,4.804097951024488,5.27136431784108,5.51824087956022
YGL080W,4.5522238880559724,7.211394302848576,4.2233883058470765,4.465267366316842,6.3723138430784605,5.804597701149425,5.230884557721139
YGL082W,3.9365317341329336,5.1679160419790104,3.349825087456272,2.8535732133933034,3.714142928535732,5.410294852573713,4.118440779610195
YGL083W,2.5157421289355324,3.6711644177911045,2.454272863568216,2.187906046976512,2.6736631684157923,4.574212893553224,3.9250374812593702
YGL084C,3.0164917541229386,4.222888555722139,2.177911044477761,3.3673163418290852,4.224387806096951,4.508745627186407,4.1254372813593205
YGL085W,3.1179410294852574,5.261869065467266,3.386806596701649,3.9250374812593702,4.073963018490755,4.424287856071964,4.425287356321839
YGL086W,3.5612193903048475,3.3793103448275863,3.732133933033483,2.368815592203898,3.122438780609695,3.902048975512244,3.3558220889555224
YGL087C,12.063968015992003,29.401799100449775,8.812093953023489,36.209395302348824,22.170414792603697,18.246376811594203,29.877561219390305
YGL090W,2.6936531734132934,4.711644177911045,3.017991004497751,3.452273863068466,4.085957021489255,4.94752623688156,4.5787106446776615
YGL091C,4.862568715642179,5.853073463268366,5.065967016491754,5.604697651174413,6.535232383808096,7.465767116441779,5.517741129435282
YGL092W,4.80359820089955,5.248375812093953,5.367316341829086,3.7106446776611692,5.367316341829086,6.3968015992003995,3.912543728135932
YGL093W,2.205897051474263,3.2713643178410794,2.1094452773613193,2.2383808095952022,3.422288855572214,3.911544227886057,2.7001499250374814
YGL094C,2.0174912543728136,4.56671664167916,2.365817091454273,2.5092453773113443,3.785607196401799,3.5357321339330334,3.984007996001999
YGL095C,3.9035482258870564,4.876061969015492,4.1854072963518245,2.969015492253873,4.893553223388306,5.191904047976012,4.544227886056971
YGL097W,3.401799100449775,5.419790104947526,4.807596201899051,3.2838580709645178,5.670664667666167,6.608695652173913,4.031484257871065
YGL098W,13.737631184407796,20.260369815092453,16.222388805597202,28.54872563718141,22.23288355822089,15.772113943028486,25.251874062968515
YGL099W,4.977511244377811,6.140429785107446,4.671664167916042,4.127436281859071,6.500249875062469,6.299350324837581,5.839580209895052
YGL100W,4.7276361819090456,4.923038480759621,3.9885057471264367,4.775612193903049,4.863568215892054,5.549725137431285,4.662168915542229
