,c1,c2,c3,t1,t2,t3,t4
YBL002W,50.27886056971514,38.8935532233883,63.934032983508246,27.788105947026487,19.656671664167916,18.5592203898051,15.801099450274863
YBL003C,58.43528235882059,57.51024487756122,70.04197901049476,36.36231884057971,31.703148425787106,30.989005497251373,29.033483258370815
YBL004W,6.202898550724638,9.613693153423288,8.228885557221389,7.295852073963019,7.739630184907546,6.883558220889555,8.4127936031984
YBL005W,3.0139930034982507,4.254872563718141,2.55872063968016,3.476761619190405,4.237881059470265,5.27136431784108,3.5372313843078462
YBL006C,7.377811094452774,12.158420789605197,5.397301349325337,4.226886556721639,9.518740629685157,8.175412293853073,4.828085957021489
YBL009W,2.6456771614192904,4.209395302348826,2.4662668665667167,2.6461769115442277,3.4812593703148424,3.861569215392304,3.296351824087956
YBL010C,2.393303348325837,3.9315342328835583,2.4012993503248374,2.5632183908045976,3.7491254372813594,3.9675162418790606,3.367816091954023
YBL011W,5.89055472263868,8.227886056971514,5.24087956021989,4.324337831084458,7.04247876061969,8.013993003498252,4.68215892053973
YBL013W,2.204897551224388,4.837581209395302,2.2693653173413293,1.9300349825087457,3.7021489255372315,5.282858570714643,3.705647176411794
YBL014C,4.7976011994003,5.631184407796102,5.237881059470265,4.930534732633683,5.938530734632684,6.012993503248376,5.165417291354323
YBL015W,2.917541229385307,3.8255872063968015,2.2228885557221387,1.9780109945027486,3.9335332333833084,4.599700149925037,2.6181909045477263
YBL016W,9.549725137431285,7.967016491754123,10.953523238380809,5.021489255372314,4.8855572213893055,5.00599700149925,4.071464267866067
YBL017C,6.468765617191404,7.63768115942029,7.325337331334333,5.527736131934033,6.31384307846077,6.714142928535732,5.031484257871065
YBL018C,4.823588205897051,7.277861069465267,5.818090954522739,8.559220389805098,7.081459270364817,8.316841579210395,11.14792603698151
YBL019W,2.783608195902049,4.2123938030984505,3.260369815092454,3.5392303848075963,3.68415792103948,6.227386306846577,4.3943028485757125
YBL020W,5.106946526736632,6.080459770114943,5.076461769115443,5.543728135932034,5.834582708645677,6.480259870064968,6.819590204897551
YBL021C,4.958520739630185,6.714142928535732,3.8235882058970514,4.248875562218891,7.425287356321839,8.32583708145927,5.065967016491754
YBL022C,3.8545727136431784,5.669165417291354,4.103448275862069,4.588705647176412,6.511244377811095,6.391304347826087,5.986506746626687
YBL023C,3.9410294852573715,6.0544727636181905,2.856071964017991,3.55872063968016,5.453773113443279,6.761619190404797,5.434782608695652
YBL024W,6.805097451274363,7.450774612693653,9.010494752623687,7.242378810594703,7.086456771614193,7.278360819590205,7.172913543228386
YBL025W,3.901049475262369,6.943528235882059,5.116941529235382,4.652673663168415,5.510244877561219,5.8455772113943025,5.7101449275362315
YBL026W,4.117941029485257,6.726136931534233,5.438280859570215,5.353823088455772,5.146426786606697,7.26936531734133,6.815092453773113
YBL027W,29.735132433783107,27.83808095952024,39.312843578210895,20.29135432283858,16.1984007996002,16.96551724137931,19.954522738630686
YBL028C,9.55272363818091,11.96151924037981,14.455772113943029,8.401299350324837,7.543728135932034,10.145927036481758,8.377811094452774
YBL029C-A,4.8810594702648675,8.061469265367316,6.04847576211894,4.263868065967016,5.1944027986006995,6.704647676161919,6.83808095952024
YBL030C,8.949525237381309,11.70264867566217,9.088455772113942,8.149925037481259,8.552223888055972,8.520739630184908,6.943028485757122
YBL031W,1.9365317341329336,2.873063468265867,1.3588205897051475,2.056471764117941,2.496751624187906,4.059970014992504,2.546726636681659
YBL032W,5.800599700149925,6.277861069465267,2.7511244377811095,1.9310344827586208,5.979510244877561,5.47176411794103,3.1049475262368817
YBL033C,8.1904047976012,12.77711144427786,9.397301349325337,4.1989005497251375,7.638180909545228,7.010994502748626,4.535232383808096
YBL034C,1.6376811594202898,5.179910044977511,2.122438780609695,2.271864067966017,3.8755622188905545,4.164917541229386,4.017491254372813
YBL035C,2.0934532733633184,4.294852573713143,2.7416291854072963,2.9280359820089954,3.7071464267866068,4.27136431784108,3.8715642178910543
YBL036C,4.723638180909545,4.607696151924038,6.3698150924537735,4.729135432283858,4.15392303848076,5.350824587706147,4.931034482758621
YBL037W,3.8295852073963017,5.495252373813093,3.7616191904047978,4.807096451774113,4.747126436781609,4.493753123438281,5.662668665667167
YBL038W,4.280359820089955,5.63568215892054,4.468765617191404,4.162418790604698,5.11144427786107,5.024487756121939,4.513243378310845
YBL039C,7.800599700149925,13.183908045977011,11.426786606696652,6.796101949025488,9.226386806596702,7.994502748625687,7.231384307846077
YBL039W-B,2.713143428285857,4.342328835582209,2.2203898050974513,3.0924537731134434,3.450774612693653,3.9675162418790606,4.35832083958021
YBL040C,4.843078460769616,8.865567216391804,5.831084457771114,6.04847576211894,8.575212393803099,7.60119940029985,6.004497751124438
YBL041W,10.201899050474763,13.204897551224388,11.150424787606196,8.86256871564218,10.867566216891554,9.24887556221889,8.075962018990504
YBL042C,18.461269365317342,35.876061969015495,28.046976511744127,9.82408795602199,15.582208895552224,9.974012993503248,10.067966016991504
YBL043W,2.733633183408296,3.047976011994003,3.8000999500249875,3.947026486756622,2.2693653173413293,3.8725637181409294,3.530734632683658
YBL045C,5.137931034482759,5.509245377311344,4.720139930034983,4.118440779610195,4.982508745627187,4.557221389305347,3.1349325337331333
YBL046W,3.0219890054972516,3.4247876061969014,3.1229385307346327,2.545727136431784,3.9750124937531233,3.4932533733133435,2.7616191904047978
YBL047C,4.40679660169915,6.05247376311844,4.934032983508246,3.950024987506247,6.245377311344328,7.5522238880559724,4.675162418790605
YBL049W,3.047976011994003,4.318340829585208,2.4597701149425286,2.506246876561719,3.4387806096951525,4.987006496751624,5.292853573213393
YBL050W,4.553723138430785,7.3633183408295855,5.490754622688656,6.5077461269365315,6.991504247876062,7.43128435782109,6.862068965517241
YBL051C,4.3523238380809595,7.085957021489255,6.767116441779111,5.490254872563718,6.295352323838081,6.3588205897051475,5.538730634682659
YBL052C,2.2248875562218893,3.6216891554222888,2.496751624187906,3.2443778110944526,2.6931534232883556,4.844577711144428,3.8650674662668667
YBL054W,9.064967516241879,10.61719140429785,10.181409295352324,4.790604697651174,6.667166416791604,6.257871064467766,7.8365817091454275
YBL055C,4.869065467266367,6.916041979010495,4.7411294352823585,3.809095452273863,5.574212893553224,6.609695152423788,4.880059970014993
YBL056W,5.9410294852573715,9.000999500249875,6.624687656171914,5.914042978510745,9.233883058470765,8.932033983008496,5.9545227386306845
YBL057C,5.371314342828586,6.8745627186406795,4.644677661169415,4.495252373813093,6.971014492753623,8.126936531734133,5.353323338330835
YBL058W,5.808095952023988,6.139930034982509,5.200899550224888,4.488255872063968,7.230884557721139,5.849075462268866,5.539230384807596
YBL059C-A,2.9450274862568717,4.285857071464268,2.9105447276361818,4.182408795602199,4.2123938030984505,4.366816591704148,5.169415292353823
YBL059W,3.6416791604197902,5.137431284357821,3.625687156421789,5.19640179910045,5.837581209395302,6.037981009495252,6.7321339330334835
YBL060W,4.796101949025488,6.425787106446776,4.757621189405297,4.382308845577211,5.255372313843078,7.322338830584708,5.749625187406297
YBL061C,6.626686656671664,8.344327836081959,7.215892053973014,6.331334332833583,5.792603698150924,6.259870064967516,5.305347326336832
YBL063W,2.184407796101949,2.655672163918041,1.091454272863568,1.5537231384307846,2.488255872063968,3.419290354822589,2.217391304347826
YBL064C,2.3098450774612695,3.270864567716142,1.6376811594202898,1.7381309345327336,3.569215392303848,3.8660669665167418,2.7741129435282357
YBL066C,2.814092953523238,4.041479260369815,2.423288355822089,1.8750624687656172,3.122438780609695,5.705647176411794,2.4982508745627188
YBL067C,3.000999500249875,3.3438280859570213,3.8265867066466766,3.0374812593703147,3.995502248875562,4.793103448275862,3.0609695152423786
YBL068W,6.711644177911045,6.53023488255872,7.348325837081459,6.291854072963519,4.931534232883558,6.130934532733633,6.155422288855572
YBL069W,4.597701149425287,5.461269365317341,5.008495752123938,5.497751124437781,4.5477261369315345,6.052973513243378,4.817091454272863
YBL071W-A,8.47176411794103,12.381309345327336,9.686156921539231,6.430284857571214,8.993003498250875,9.960019990004998,7.967016491754123
YBL072C,30.01849075462269,30.167916041979012,33.12493753123438,23.433783108445777,17.35782108945527,16.715142428785608,24.51224387806097
YBL074C,3.751624187906047,4.833583208395802,3.248375812093953,2.879560219890055,5.007496251874063,6.265867066466766,4.2123938030984505
YBL076C,14.917541229385307,13.499750124937531,16.732133933033484,9.292353823088456,11.182908545727136,10.211894052973513,7.881559220389805
YBL078C,4.1434282858570715,6.53023488255872,3.218390804597701,4.137931034482759,3.5082458770614693,4.778110944527736,5.312843578210894
YBL079W,4.998500749625188,7.065967016491754,4.195902048975512,3.76311844077961,8.209395302348826,6.912043978010995,3.818590704647676
YBL080C,2.781609195402299,5.315342328835582,3.3568215892053974,3.92303848075962,4.239880059970015,6.883558220889555,5.52223888055972
YBL081W,7.3343328335832085,7.414792603698151,7.436781609195402,4.381809095452274,6.88655672163918,8.875562218890554,6.800599700149925
YBL082C,3.766616691654173,3.825087456271864,2.981009495252374,2.497751124437781,4.531234382808596,4.8145927036481755,3.3578210894552725
YBL084C,6.004997501249376,6.451274362818591,5.73063468265867,4.772613693153423,7.926536731634183,7.126436781609195,4.901549225387306
YBL085W,4.245877061469265,5.0589705147426285,3.6666666666666665,2.9960019990005,3.970014992503748,5.296351824087956,4.696151924037981
YBL086C,2.6216891554222888,3.936031984007996,2.5732133933033485,2.4922538730634685,3.4302848575712144,4.7321339330334835,4.028985507246377
YBL087C,15.918540729635183,14.577211394302848,20.56471764117941,9.7976011994003,10.750124937531234,12.968015992003998,12.909545227386307
YBL088C,3.5167416291854074,5.780609695152424,4.803098450774613,5.104947526236882,4.388805597201399,5.746626686656672,6.535732133933034
YBL089W,5.57071464267866,7.479260369815092,6.911044477761119,5.553223388305847,5.994502748625687,7.100449775112444,5.9720139930034986
YBL090W,5.180909545227387,6.861569215392304,5.7276361819090456,6.844577711144428,6.618190904547726,7.15992003998001,7.430284857571214
YBL091C,3.9060469765117443,5.392303848075962,4.5952023988006,4.531234382808596,5.9900049975012495,6.2388805597201396,6.32383808095952
YBL091C-A,8.433783108445777,11.685657171414293,5.598200899550225,9.231884057971014,9.014492753623188,9.587706146926537,7.326336831584208
YBL092W,41.69765117441279,48.37631184407796,48.53273363318341,26.114942528735632,29.026986506746628,26.72063968015992,31.49425287356322
YBL093C,6.8610694652673665,7.971514242878561,8.102448775612194,4.79560219890055,5.809095452273863,5.88655672163918,5.452773613193403
YBL097W,2.465767116441779,3.7521239380309845,2.371314342828586,2.192903548225887,3.8850574712643677,3.926536731634183,3.613193403298351
YBL098W,2.8035982008995504,3.6891554222888554,1.6496751624187906,3.7406296851574212,2.9290354822588704,3.6121939030484755,3.8715642178910543
YBL099W,5.580209895052474,6.779110444777611,8.326336831584207,5.937031484257871,6.936031984007996,6.333833083458271,5.219890054972514
YBL101C,2.874062968515742,4.230884557721139,2.1914042978510744,1.9305347326336832,3.6241879060469766,4.397801099450275,2.608695652173913
YBL102W,4.308845577211394,8.438280859570215,4.4142928535732135,5.767116441779111,7.51424287856072,8.479260369815092,6.122438780609695
YBL103C,4.8300849575212395,4.912543728135932,5.756121939030485,4.408795602198901,4.47576211894053,5.437781109445277,4.56071964017991
YBL104C,3.7126436781609193,4.731634182908546,4.083958020989505,3.9320339830084956,4.9655172413793105,5.856071964017991,4.31584207896052
YBL105C,5.139430284857571,5.883058470764618,5.26736631684158,4.28135932033983,5.6586706646676665,5.701649175412294,4.674662668665667
YBL106C,2.3543228385807096,3.1264367816091956,2.0429785107446277,2.7561219390304847,2.3798100949525236,3.027986006996502,3.470264867566217
YBL107C,6.995502248875562,7.934032983508246,6.929535232383808,6.150924537731134,7.918540729635183,8.470264867566216,8.065467266366817
YBR001C,5.649675162418791,8.392303848075962,5.1544227886056975,5.600699650174913,10.089955022488756,7.417291354322838,6.687156421789106
YBR002C,11.79560219890055,14.205897051474263,11.296851574212894,7.894052973513244,12.522238880559721,11.928035982008996,10.16191904047976
YBR003W,3.3448275862068964,5.648175912043978,3.2713643178410794,2.762118940529735,4.37031484257871,6.823588205897051,4.828585707146427
YBR004C,3.47976011994003,5.130934532733633,3.7661169415292353,3.6196901549225386,3.5092453773113443,5.337831084457771,5.700649675162419
YBR005W,3.665167416291854,4.47576211894053,3.337831084457771,2.603698150924538,5.8455772113943025,5.580209895052474,3.4707646176911546
YBR006W,3.5527236381809097,5.0899550224887555,3.1944027986006995,3.5157421289355324,3.8350824587706147,4.6301849075462265,3.6506746626686657
YBR007C,3.0594702648675662,5.170414792603698,3.4932533733133435,2.793103448275862,3.372313843078461,4.2653673163418295,3.941529235382309
YBR008C,4.455772113943029,6.244377811094453,5.287856071964018,3.1944027986006995,5.295352323838081,7.1499250374812595,4.906046976511744
YBR009C,66.16691654172914,64.19140429785108,75.92453773113444,31.22488755622189,30.58670664667666,34.47326336831584,28.987006496751626
YBR010W,65.23188405797102,58.37181409295352,83.27086456771615,30.95352323838081,31.64567716141929,25.784107946026985,33.61169415292354
YBR011C,10.185907046476762,13.413793103448276,11.136431784107947,10.835582208895552,13.24487756121939,12.466266866566716,9.93953023488256
YBR013C,2.3543228385807096,3.7916041979010493,2.475262368815592,3.3973013493253372,2.68015992003998,4.110944527736132,3.550724637681159
YBR014C,2.105447276361819,3.3283358320839582,2.570214892553723,3.0144927536231885,3.142928535732134,3.497751124437781,4.072963518240879
YBR016W,4.998500749625188,9.533733133433284,2.814592703648176,1.8340829585207397,8.56271864067966,7.778610694652674,2.3428285857071462
YBR017C,5.566216891554223,7.004997501249376,6.53023488255872,7.189905047476262,6.505747126436781,6.984507746126937,9.95552223888056
YBR021W,2.3553223388305846,5.160919540229885,3.339330334832584,2.652173913043478,3.4727636181909047,3.839080459770115,3.9440279860069967
YBR022W,4.139430284857571,5.043978010994503,3.867066466766617,3.8605697151424287,4.934032983508246,6.617691154422789,4.9410294852573715
YBR023C,4.650674662668665,4.635182408795602,5.0009995002498755,3.110944527736132,4.738630684657672,4.459270364817591,3.7821089455272365
YBR024W,3.0379810094952524,4.96151924037981,2.835582208895552,4.248375812093953,4.11544227886057,6.130934532733633,4.631184407796102
YBR025C,21.333333333333332,21.32783608195902,25.065467266366817,15.774612693653173,18.345827086456772,15.08095952023988,16.399300349825086
YBR026C,2.7236381809095453,4.225387306346827,2.547726136931534,3.296351824087956,3.917541229385307,4.526736631684158,3.5162418790604697
YBR028C,3.327336331834083,6.138430784607696,4.511744127936032,3.1239380309845077,4.124937531234383,5.047476261869066,4.207396301849076
YBR029C,6.2988505747126435,9.370314842578711,4.307346326836582,3.5517241379310347,6.2023988005997,4.962018990504748,4.744627686156922
YBR030W,3.1714142928535733,4.798600699650175,3.4727636181909047,2.5172413793103448,3.4827586206896552,4.490254872563718,3.7721139430284856
YBR031W,41.40129935032484,41.994502748625685,37.476761619190405,14.335832083958021,26.563718140929534,19.509245377311345,16.195902048975512
YBR034C,17.94152923538231,20.977011494252874,21.264867566216893,9.52423788105947,10.826086956521738,9.148425787106447,10.458270864567716
YBR035C,7.898550724637682,13.004997501249376,9.382308845577212,9.667166416791604,9.991004497751124,8.90054972513743,12.342328835582208
YBR036C,7.537731134432784,7.165417291354323,6.264867566216892,5.293353323338331,7.949025487256372,7.482258870564718,5.83808095952024
YBR037C,3.0974512743628186,6.793103448275862,3.2733633183408295,2.8500749625187405,6.0744627686156925,6.2053973013493255,3.760119940029985
YBR038W,2.614192903548226,5.713643178410795,2.893053473263368,2.268865567216392,5.43728135932034,5.63968015992004,2.0904547726136933
YBR039W,3.9365317341329336,7.207396301849076,6.381309345327336,5.126936531734133,5.285357321339331,6.148425787106447,5.802598700649675
YBR040W,1.5912043978010995,2.6101949025487254,2.0434782608695654,1.8100949525237382,1.567216391804098,3.376311844077961,2.258870564717641
YBR041W,2.660669665167416,3.732633683158421,3.825087456271864,2.5082458770614693,3.7751124437781107,4.451774112943529,3.4697651174412796
YBR042C,5.872063968015992,7.057971014492754,6.548725637181409,6.257371314342828,6.7811094452773615,6.871564217891055,7.126936531734133
YBR043C,5.120939530234883,6.051474262868566,5.853573213393303,4.789105447276362,6.365817091454272,6.284857571214393,3.7021489255372315
YBR044C,2.8555722138930535,3.5197401299350326,2.7616191904047978,2.787606196901549,3.4962518740629687,4.8810594702648675,3.454272863568216
YBR046C,2.606696651674163,4.613693153423289,2.111944027986007,2.8590704647676164,3.5947026486756624,5.018990504747626,3.6966516741629185
YBR047W,1.8750624687656172,3.082458770614693,1.5322338830584707,2.338830584707646,2.0539730134932532,4.070964517741129,3.5707146426786607
YBR048W,19.025487256371814,20.57871064467766,26.16991504247876,13.178410794602698,12.43928035982009,16.34382808595702,18.435782108945528
YBR049C,2.879560219890055,6.100449775112444,3.7011494252873565,3.752623688155922,5.422788605697152,6.349825087456272,5.2478760619690155
YBR050C,2.2448775612193903,4.066966516741629,1.8675662168915543,2.893553223388306,4.5077461269365315,3.5582208895552223,2.897551224387806
YBR052C,4.273863068465767,7.598700649675163,3.823088455772114,3.3853073463268366,6.454772613693153,6.605197401299351,5.144427786106947
YBR053C,1.8085957021489256,3.2233883058470765,1.525737131434283,2.661169415292354,2.76311844077961,3.9895052473763117,3.297351324337831
YBR054W,1.3408295852073964,2.983008495752124,2.096951524237881,2.8115942028985508,2.2243878060969515,3.7961019490254873,3.269865067466267
YBR055C,3.7586206896551726,3.905047476261869,5.731634182908546,3.2448775612193903,4.558220889555223,5.627186406796602,5.103948025987006
YBR056W,2.8605697151424287,3.3138430784607698,2.175912043978011,2.8350824587706147,2.8095952023988007,4.482258870564718,3.9570214892553723
YBR057C,5.995002498750624,7.151424287856072,5.246376811594203,5.082958520739631,5.926036981509245,6.024987506246877,5.338330834582709
YBR058C,5.126936531734133,6.018990504747626,4.625687156421789,6.855072463768116,5.320339830084958,5.465767116441779,5.223888055972014
YBR058C-A,5.482758620689655,7.213893053473264,5.858570714642679,5.1944027986006995,7.6411794102948525,7.4922538730634685,6.540229885057471
YBR059C,3.2993503248375813,4.478260869565218,3.451274362818591,3.7476261869065466,4.829585207396302,5.397801099450275,4.664167916041979
YBR060C,4.824087956021989,5.396301849075463,4.320839580209895,3.6401799100449774,5.460769615192404,6.011494252873563,4.172413793103448
YBR061C,4.817591204397801,7.158420789605198,6.069465267366317,5.560219890054973,6.443778110944527,8.466766616691654,6.667666166916542
YBR062C,5.755622188905547,7.723638180909545,6.017991004497751,6.03648175912044,6.855072463768116,7.450774612693653,6.453773113443279
YBR065C,2.4082958520739632,6.317341329335332,2.971014492753623,2.947526236881559,3.5897051474262867,4.095952023988006,3.187406296851574
YBR066C,3.531734132933533,6.891554222888556,4.490254872563718,4.613693153423289,5.501749125437281,6.087456271864068,5.4142928535732135
YBR067C,53.7936031984008,34.255372313843075,83.52423788105948,47.94902548725637,35.448775612193906,26.213393303348326,23.48575712143928
YBR068C,97.07896051974014,108.70214892553723,147.91804097951024,109.80109945027486,60.428285857071465,64.48225887056472,68.10394802598701
YBR069C,44.14742628685657,51.26286856571714,51.06846576711644,22.76361819090455,21.261869065467266,20.70064967516242,22.102448775612196
